age;gender;year;pop
56;2;2003;3067
57;2;2003;2974
58;2;2003;2849
59;2;2003;2920
60;2;2003;2734.5
61;2;2003;2641
62;2;2003;2446
63;2;2003;2182.5
64;2;2003;2100
65;2;2003;2051
66;2;2003;1974
67;2;2003;1844
68;2;2003;1854.5
69;2;2003;1819.5
70;2;2003;1837.5
71;2;2003;1776
72;2;2003;1728
73;2;2003;1793.5
74;2;2003;1665.5
75;2;2003;1540.5
76;2;2003;1598.5
77;2;2003;1457
78;2;2003;1453
79;2;2003;1411
80;2;2003;1306.5
81;2;2003;1306.5
82;2;2003;1230
83;2;2003;1159.5
84;2;2003;954.5
85;2;2003;764
86;2;2003;735.5
87;2;2003;657.5
88;2;2003;655
89;2;2003;659.5
90;2;2003;563.5
91;2;2003;494.5
92;2;2003;415
93;2;2003;356.5
94;2;2003;275
95;2;2003;218
96;2;2003;149
97;2;2003;124
98;2;2003;81.5
99;2;2003;142
0;1;2004;1186.5
1;1;2004;2200.5
2;1;2004;2421
3;1;2004;2335.5
4;1;2004;2483.5
5;1;2004;2378.5
6;1;2004;2351
7;1;2004;2396.5
8;1;2004;2560.5
9;1;2004;2444
10;1;2004;2428
11;1;2004;2512
12;1;2004;2519
13;1;2004;2632.5
14;1;2004;2474.5
15;1;2004;2425
16;1;2004;2349.5
17;1;2004;2179
18;1;2004;2237.5
19;1;2004;2213.5
20;1;2004;2207
21;1;2004;2300
22;1;2004;2326.5
23;1;2004;2529
24;1;2004;2504.5
25;1;2004;2750
26;1;2004;2718.5
27;1;2004;2812.5
28;1;2004;2899
29;1;2004;2857.5
30;1;2004;3145
31;1;2004;3246.5
32;1;2004;3374
33;1;2004;3363
34;1;2004;3259
35;1;2004;3246
36;1;2004;3438.5
37;1;2004;3523.5
38;1;2004;3688
39;1;2004;3761
40;1;2004;3726
41;1;2004;3676
42;1;2004;3476
43;1;2004;3378.5
44;1;2004;3280
45;1;2004;3278.5
46;1;2004;3172.5
47;1;2004;3070.5
48;1;2004;2964
49;1;2004;2919
50;1;2004;2712
51;1;2004;2693.5
52;1;2004;2623
53;1;2004;2504.5
54;1;2004;2634.5
55;1;2004;2596
56;1;2004;2699.5
57;1;2004;2627
58;1;2004;2682
59;1;2004;2614.5
60;1;2004;2553
61;1;2004;2418
62;1;2004;2283.5
63;1;2004;2028.5
64;1;2004;1945.5
65;1;2004;1820
66;1;2004;1743.5
67;1;2004;1639
68;1;2004;1661
69;1;2004;1601.5
70;1;2004;1462
71;1;2004;1408.5
72;1;2004;1397.5
73;1;2004;1269.5
74;1;2004;1244.5
75;1;2004;1178.5
76;1;2004;1125.5
77;1;2004;986.5
78;1;2004;920
79;1;2004;903.5
80;1;2004;803
81;1;2004;790
82;1;2004;665.5
83;1;2004;655.5
84;1;2004;556
85;1;2004;403
86;1;2004;325.5
87;1;2004;310
88;1;2004;285
89;1;2004;232.5
90;1;2004;207
91;1;2004;172
92;1;2004;140
93;1;2004;92.5
94;1;2004;74.5
95;1;2004;63.5
96;1;2004;33
97;1;2004;24.5
98;1;2004;24.5
99;1;2004;27.5
0;2;2004;1182
1;2;2004;2158.5
2;2;2004;2191.5
3;2;2004;2245.5
4;2;2004;2280.5
5;2;2004;2271
6;2;2004;2246
7;2;2004;2289.5
8;2;2004;2410.5
9;2;2004;2335.5
10;2;2004;2379.5
11;2;2004;2321
12;2;2004;2432.5
13;2;2004;2475
14;2;2004;2288.5
15;2;2004;2333
16;2;2004;2241
17;2;2004;2143.5
18;2;2004;2176
19;2;2004;2100
20;2;2004;2238
21;2;2004;2257.5
22;2;2004;2508
23;2;2004;2567
24;2;2004;2744
25;2;2004;2837
26;2;2004;2868.5
27;2;2004;3083.5
28;2;2004;3092
29;2;2004;3268
30;2;2004;3369.5
31;2;2004;3456.5
32;2;2004;3587
33;2;2004;3570.5
34;2;2004;3648
35;2;2004;3546.5
36;2;2004;3652.5
37;2;2004;3654.5
38;2;2004;3831
39;2;2004;3859.5
40;2;2004;4009
41;2;2004;3764.5
42;2;2004;3712
43;2;2004;3401.5
44;2;2004;3398.5
45;2;2004;3327.5
46;2;2004;3183
47;2;2004;3177.5
48;2;2004;3006.5
49;2;2004;2976
50;2;2004;3035.5
51;2;2004;2907
52;2;2004;2856
53;2;2004;2730
54;2;2004;2890.5
55;2;2004;2803.5
56;2;2004;2986.5
57;2;2004;3021.5
58;2;2004;2920.5
59;2;2004;2799
60;2;2004;2871
61;2;2004;2684.5
62;2;2004;2600
63;2;2004;2387.5
64;2;2004;2127.5
65;2;2004;2061
66;2;2004;2018.5
67;2;2004;1951
68;2;2004;1813.5
69;2;2004;1832.5
70;2;2004;1794
71;2;2004;1812
72;2;2004;1744.5
73;2;2004;1698.5
74;2;2004;1759.5
75;2;2004;1636
76;2;2004;1512.5
77;2;2004;1558
78;2;2004;1416
79;2;2004;1407.5
80;2;2004;1369
81;2;2004;1256.5
82;2;2004;1255.5
83;2;2004;1177.5
84;2;2004;1091.5
85;2;2004;898.5
86;2;2004;712
87;2;2004;678.5
88;2;2004;597
89;2;2004;579
90;2;2004;582.5
91;2;2004;491
92;2;2004;422
93;2;2004;346
94;2;2004;292.5
95;2;2004;218
96;2;2004;162.5
97;2;2004;113.5
98;2;2004;93
99;2;2004;148.5
0;1;2005;1221
1;1;2005;2333
2;1;2005;2172.5
3;1;2005;2422
4;1;2005;2355
5;1;2005;2502.5
6;1;2005;2399
7;1;2005;2380
8;1;2005;2403
9;1;2005;2569
10;1;2005;2461
11;1;2005;2437
12;1;2005;2536.5
13;1;2005;2530.5
14;1;2005;2642
15;1;2005;2511.5
16;1;2005;2466.5
17;1;2005;2386.5
18;1;2005;2204.5
19;1;2005;2278.5
20;1;2005;2261
21;1;2005;2256.5
22;1;2005;2349.5
23;1;2005;2395
24;1;2005;2604.5
25;1;2005;2560.5
26;1;2005;2816
27;1;2005;2808.5
28;1;2005;2901.5
29;1;2005;2986.5
30;1;2005;2929
31;1;2005;3237.5
32;1;2005;3330
33;1;2005;3441
34;1;2005;3401.5
35;1;2005;3293
36;1;2005;3271.5
37;1;2005;3419
38;1;2005;3527
39;1;2005;3679.5
40;1;2005;3770.5
41;1;2005;3723
42;1;2005;3672.5
43;1;2005;3431.5
44;1;2005;3364
45;1;2005;3274
46;1;2005;3256.5
47;1;2005;3167
48;1;2005;3054
49;1;2005;2963
50;1;2005;2918
51;1;2005;2693
52;1;2005;2662.5
53;1;2005;2604.5
54;1;2005;2477
55;1;2005;2605.5
56;1;2005;2564
57;1;2005;2649.5
58;1;2005;2581
59;1;2005;2631
60;1;2005;2555
61;1;2005;2491.5
62;1;2005;2356
63;1;2005;2223
64;1;2005;1973.5
65;1;2005;1875
66;1;2005;1751
67;1;2005;1685.5
68;1;2005;1592
69;1;2005;1619
70;1;2005;1569
71;1;2005;1417.5
72;1;2005;1365.5
73;1;2005;1358
74;1;2005;1228.5
75;1;2005;1201.5
76;1;2005;1135.5
77;1;2005;1087
78;1;2005;940
79;1;2005;879
80;1;2005;862.5
81;1;2005;760.5
82;1;2005;738.5
83;1;2005;617
84;1;2005;608.5
85;1;2005;516
86;1;2005;365.5
87;1;2005;287.5
88;1;2005;270.5
89;1;2005;240
90;1;2005;198.5
91;1;2005;168.5
92;1;2005;144.5
93;1;2005;113.5
94;1;2005;66
95;1;2005;58
96;1;2005;48
97;1;2005;22
98;1;2005;16
99;1;2005;38.5
0;2;2005;1182.5
1;2;2005;2334
2;2;2005;2166
3;2;2005;2204
4;2;2005;2251.5
5;2;2005;2282
6;2;2005;2296
7;2;2005;2262
8;2;2005;2290.5
9;2;2005;2418.5
10;2;2005;2335.5
11;2;2005;2397.5
12;2;2005;2344.5
13;2;2005;2441
14;2;2005;2493
15;2;2005;2306.5
16;2;2005;2359
17;2;2005;2277.5
18;2;2005;2195
19;2;2005;2233.5
20;2;2005;2168.5
21;2;2005;2346
22;2;2005;2342
23;2;2005;2602
24;2;2005;2656
25;2;2005;2851.5
26;2;2005;2953.5
27;2;2005;2980.5
28;2;2005;3142.5
29;2;2005;3211.5
30;2;2005;3340.5
31;2;2005;3479
32;2;2005;3496
33;2;2005;3618.5
34;2;2005;3592.5
35;2;2005;3648.5
36;2;2005;3576
37;2;2005;3663.5
38;2;2005;3650.5
39;2;2005;3818.5
40;2;2005;3856.5
41;2;2005;4008.5
42;2;2005;3748
43;2;2005;3720.5
44;2;2005;3379
45;2;2005;3385
46;2;2005;3332.5
47;2;2005;3173
48;2;2005;3145
49;2;2005;2993.5
50;2;2005;2959
51;2;2005;3008
52;2;2005;2885
53;2;2005;2832
54;2;2005;2709
55;2;2005;2840.5
56;2;2005;2758.5
57;2;2005;2948.5
58;2;2005;2972
59;2;2005;2863.5
60;2;2005;2732.5
61;2;2005;2824
62;2;2005;2635
63;2;2005;2552
64;2;2005;2330.5
65;2;2005;2081
66;2;2005;2021.5
67;2;2005;1991
68;2;2005;1931
69;2;2005;1788
70;2;2005;1820
71;2;2005;1770.5
72;2;2005;1786.5
73;2;2005;1709.5
74;2;2005;1671.5
75;2;2005;1728
76;2;2005;1603.5
77;2;2005;1479.5
78;2;2005;1518.5
79;2;2005;1383
80;2;2005;1360.5
81;2;2005;1322.5
82;2;2005;1205.5
83;2;2005;1197.5
84;2;2005;1122.5
85;2;2005;1031
86;2;2005;840
87;2;2005;651.5
88;2;2005;623.5
89;2;2005;531
90;2;2005;515.5
91;2;2005;510.5
92;2;2005;422
93;2;2005;348.5
94;2;2005;292.5
95;2;2005;230.5
96;2;2005;174
97;2;2005;119.5
98;2;2005;84
99;2;2005;167.5
0;1;2006;1208
1;1;2006;2379.5
2;1;2006;2294
3;1;2006;2176.5
4;1;2006;2413.5
5;1;2006;2385
6;1;2006;2524
7;1;2006;2396
8;1;2006;2396.5
9;1;2006;2406.5
10;1;2006;2580.5
11;1;2006;2481.5
12;1;2006;2447
13;1;2006;2553
14;1;2006;2552.5
15;1;2006;2659
16;1;2006;2548
17;1;2006;2507
18;1;2006;2424.5
19;1;2006;2236
20;1;2006;2311.5
21;1;2006;2326
22;1;2006;2308
23;1;2006;2422
24;1;2006;2488.5
25;1;2006;2657.5
26;1;2006;2613
27;1;2006;2876.5
28;1;2006;2894
29;1;2006;2988
30;1;2006;3059
31;1;2006;3007.5
32;1;2006;3306.5
33;1;2006;3400
34;1;2006;3473
35;1;2006;3425
36;1;2006;3327.5
37;1;2006;3286.5
38;1;2006;3405.5
39;1;2006;3538
40;1;2006;3676
41;1;2006;3773
42;1;2006;3732.5
43;1;2006;3672
44;1;2006;3389.5
45;1;2006;3338.5
46;1;2006;3264
47;1;2006;3241.5
48;1;2006;3154.5
49;1;2006;3033.5
50;1;2006;2947
51;1;2006;2889
52;1;2006;2673.5
53;1;2006;2621.5
54;1;2006;2570
55;1;2006;2440
56;1;2006;2564.5
57;1;2006;2520
58;1;2006;2595
59;1;2006;2536
60;1;2006;2571.5
61;1;2006;2480
62;1;2006;2420.5
63;1;2006;2293.5
64;1;2006;2183.5
65;1;2006;1905
66;1;2006;1803
67;1;2006;1696
68;1;2006;1641.5
69;1;2006;1547
70;1;2006;1577.5
71;1;2006;1532
72;1;2006;1376
73;1;2006;1320.5
74;1;2006;1314
75;1;2006;1190
76;1;2006;1165.5
77;1;2006;1091
78;1;2006;1046
79;1;2006;897.5
80;1;2006;837
81;1;2006;822
82;1;2006;711.5
83;1;2006;691.5
84;1;2006;562
85;1;2006;555
86;1;2006;471
87;1;2006;327
88;1;2006;253.5
89;1;2006;227
90;1;2006;197.5
91;1;2006;164
92;1;2006;140.5
93;1;2006;115
94;1;2006;90
95;1;2006;49.5
96;1;2006;43
97;1;2006;35
98;1;2006;14.5
99;1;2006;35.5
0;2;2006;1131
1;2;2006;2325.5
2;2;2006;2318.5
3;2;2006;2191
4;2;2006;2215.5
5;2;2006;2273
6;2;2006;2313
7;2;2006;2294.5
8;2;2006;2284
9;2;2006;2308.5
10;2;2006;2426.5
11;2;2006;2327
12;2;2006;2418.5
13;2;2006;2362.5
14;2;2006;2456.5
15;2;2006;2517
16;2;2006;2314.5
17;2;2006;2389.5
18;2;2006;2317
19;2;2006;2262
20;2;2006;2309
21;2;2006;2265.5
22;2;2006;2469.5
23;2;2006;2441
24;2;2006;2695.5
25;2;2006;2746.5
26;2;2006;2937
27;2;2006;3058.5
28;2;2006;3116
29;2;2006;3228.5
30;2;2006;3316.5
31;2;2006;3399.5
32;2;2006;3528
33;2;2006;3520.5
34;2;2006;3613
35;2;2006;3596.5
36;2;2006;3639.5
37;2;2006;3576
38;2;2006;3666
39;2;2006;3636.5
40;2;2006;3814.5
41;2;2006;3857
42;2;2006;3995
43;2;2006;3733.5
44;2;2006;3693.5
45;2;2006;3359
46;2;2006;3381
47;2;2006;3328
48;2;2006;3152
49;2;2006;3116.5
50;2;2006;2965
51;2;2006;2942
52;2;2006;2964.5
53;2;2006;2862
54;2;2006;2786
55;2;2006;2680
56;2;2006;2791
57;2;2006;2716.5
58;2;2006;2897
59;2;2006;2924
60;2;2006;2805.5
61;2;2006;2664
62;2;2006;2773
63;2;2006;2583
64;2;2006;2504.5
65;2;2006;2286.5
66;2;2006;2033.5
67;2;2006;1997
68;2;2006;1963
69;2;2006;1904.5
70;2;2006;1763
71;2;2006;1797.5
72;2;2006;1744
73;2;2006;1758.5
74;2;2006;1679
75;2;2006;1638
76;2;2006;1701.5
77;2;2006;1567
78;2;2006;1440
79;2;2006;1477.5
80;2;2006;1350
81;2;2006;1319
82;2;2006;1276.5
83;2;2006;1146.5
84;2;2006;1132.5
85;2;2006;1052.5
86;2;2006;967.5
87;2;2006;780
88;2;2006;585
89;2;2006;556.5
90;2;2006;469.5
91;2;2006;453.5
92;2;2006;437.5
93;2;2006;358
94;2;2006;285.5
95;2;2006;238
96;2;2006;182
97;2;2006;131.5
98;2;2006;89
99;2;2006;176
0;1;2007;1238.5
1;1;2007;2406.5
2;1;2007;2333.5
3;1;2007;2305.5
4;1;2007;2185
5;1;2007;2435
6;1;2007;2417
7;1;2007;2542.5
8;1;2007;2411
9;1;2007;2422
10;1;2007;2422.5
11;1;2007;2608.5
12;1;2007;2501.5
13;1;2007;2481.5
14;1;2007;2573
15;1;2007;2574.5
16;1;2007;2700.5
17;1;2007;2591
18;1;2007;2565.5
19;1;2007;2464
20;1;2007;2282.5
21;1;2007;2376
22;1;2007;2396
23;1;2007;2387.5
24;1;2007;2508.5
25;1;2007;2618.5
26;1;2007;2756
27;1;2007;2725.5
28;1;2007;2962
29;1;2007;2988.5
30;1;2007;3091
31;1;2007;3167
32;1;2007;3114
33;1;2007;3356
34;1;2007;3467.5
35;1;2007;3510
36;1;2007;3438
37;1;2007;3370
38;1;2007;3287
39;1;2007;3435
40;1;2007;3559
41;1;2007;3693.5
42;1;2007;3768
43;1;2007;3740
44;1;2007;3646
45;1;2007;3382.5
46;1;2007;3329
47;1;2007;3257.5
48;1;2007;3252
49;1;2007;3135
50;1;2007;3005
51;1;2007;2916.5
52;1;2007;2852
53;1;2007;2643
54;1;2007;2580.5
55;1;2007;2528.5
56;1;2007;2392
57;1;2007;2516.5
58;1;2007;2466.5
59;1;2007;2541.5
60;1;2007;2471.5
61;1;2007;2497
62;1;2007;2393
63;1;2007;2348.5
64;1;2007;2234.5
65;1;2007;2124.5
66;1;2007;1823.5
67;1;2007;1749
68;1;2007;1652.5
69;1;2007;1602
70;1;2007;1505.5
71;1;2007;1534.5
72;1;2007;1488
73;1;2007;1342
74;1;2007;1282
75;1;2007;1270
76;1;2007;1149
77;1;2007;1125
78;1;2007;1045
79;1;2007;1005.5
80;1;2007;856.5
81;1;2007;788
82;1;2007;776
83;1;2007;667.5
84;1;2007;640
85;1;2007;513
86;1;2007;501.5
87;1;2007;420
88;1;2007;289
89;1;2007;218.5
90;1;2007;190
91;1;2007;157.5
92;1;2007;130
93;1;2007;118
94;1;2007;90
95;1;2007;70.5
96;1;2007;39
97;1;2007;32
98;1;2007;25
99;1;2007;30
0;2;2007;1154
1;2;2007;2252
2;2;2007;2321.5
3;2;2007;2352
4;2;2007;2202
5;2;2007;2255
6;2;2007;2292
7;2;2007;2328
8;2;2007;2311
9;2;2007;2300.5
10;2;2007;2327.5
11;2;2007;2431
12;2;2007;2336.5
13;2;2007;2435
14;2;2007;2381.5
15;2;2007;2491
16;2;2007;2549
17;2;2007;2338.5
18;2;2007;2426.5
19;2;2007;2341
20;2;2007;2348.5
21;2;2007;2406.5
22;2;2007;2372
23;2;2007;2607.5
24;2;2007;2579.5
25;2;2007;2806
26;2;2007;2889.5
27;2;2007;3090
28;2;2007;3132
29;2;2007;3230
30;2;2007;3347
31;2;2007;3380.5
32;2;2007;3470.5
33;2;2007;3558.5
34;2;2007;3555
35;2;2007;3608.5
36;2;2007;3609
37;2;2007;3654.5
38;2;2007;3585
39;2;2007;3657.5
40;2;2007;3635.5
41;2;2007;3823.5
42;2;2007;3857
43;2;2007;3999
44;2;2007;3703.5
45;2;2007;3644
46;2;2007;3355.5
47;2;2007;3371
48;2;2007;3318
49;2;2007;3113
50;2;2007;3088
51;2;2007;2931
52;2;2007;2914
53;2;2007;2921
54;2;2007;2825.5
55;2;2007;2736.5
56;2;2007;2637
57;2;2007;2744
58;2;2007;2672
59;2;2007;2837.5
60;2;2007;2864.5
61;2;2007;2749
62;2;2007;2605.5
63;2;2007;2718
64;2;2007;2531.5
65;2;2007;2459
66;2;2007;2242.5
67;2;2007;1994.5
68;2;2007;1971.5
69;2;2007;1939
70;2;2007;1878.5
71;2;2007;1727.5
72;2;2007;1768.5
73;2;2007;1713
74;2;2007;1728
75;2;2007;1652
76;2;2007;1600
77;2;2007;1671.5
78;2;2007;1530
79;2;2007;1401
80;2;2007;1430.5
81;2;2007;1307
82;2;2007;1276.5
83;2;2007;1221.5
84;2;2007;1084
85;2;2007;1066
86;2;2007;980
87;2;2007;896.5
88;2;2007;717
89;2;2007;532
90;2;2007;485
91;2;2007;416.5
92;2;2007;393.5
93;2;2007;369.5
94;2;2007;296
95;2;2007;234
96;2;2007;179.5
97;2;2007;144.5
98;2;2007;93
99;2;2007;184.5
0;1;2008;1209.5
1;1;2008;2459
2;1;2008;2414.5
3;1;2008;2371.5
4;1;2008;2336
5;1;2008;2205.5
6;1;2008;2455
7;1;2008;2442.5
8;1;2008;2564.5
9;1;2008;2445
10;1;2008;2470
11;1;2008;2457.5
12;1;2008;2639.5
13;1;2008;2529.5
14;1;2008;2542.5
15;1;2008;2609.5
16;1;2008;2603
17;1;2008;2765
18;1;2008;2621.5
19;1;2008;2636
20;1;2008;2526.5
21;1;2008;2357.5
22;1;2008;2470
23;1;2008;2509
24;1;2008;2551
25;1;2008;2646.5
26;1;2008;2774.5
27;1;2008;2939.5
28;1;2008;2919.5
29;1;2008;3131.5
30;1;2008;3121
31;1;2008;3235
32;1;2008;3312
33;1;2008;3242.5
34;1;2008;3445
35;1;2008;3539.5
36;1;2008;3578
37;1;2008;3467.5
38;1;2008;3406
39;1;2008;3325
40;1;2008;3487
41;1;2008;3609
42;1;2008;3731.5
43;1;2008;3793.5
44;1;2008;3757
45;1;2008;3637.5
46;1;2008;3408
47;1;2008;3334.5
48;1;2008;3270.5
49;1;2008;3263.5
50;1;2008;3117.5
51;1;2008;3003
52;1;2008;2900.5
53;1;2008;2846.5
54;1;2008;2619
55;1;2008;2545.5
56;1;2008;2491.5
57;1;2008;2356.5
58;1;2008;2476.5
59;1;2008;2422.5
60;1;2008;2488
61;1;2008;2401.5
62;1;2008;2436
63;1;2008;2326
64;1;2008;2290.5
65;1;2008;2159.5
66;1;2008;2032
67;1;2008;1754.5
68;1;2008;1706.5
69;1;2008;1609.5
70;1;2008;1567
71;1;2008;1471
72;1;2008;1496
73;1;2008;1447
74;1;2008;1309.5
75;1;2008;1244
76;1;2008;1226
77;1;2008;1104
78;1;2008;1081.5
79;1;2008;996.5
80;1;2008;955.5
81;1;2008;806.5
82;1;2008;736
83;1;2008;721.5
84;1;2008;622.5
85;1;2008;584.5
86;1;2008;468.5
87;1;2008;453.5
88;1;2008;373.5
89;1;2008;253
90;1;2008;181.5
91;1;2008;162.5
92;1;2008;123
93;1;2008;103.5
94;1;2008;89.5
95;1;2008;72
96;1;2008;54
97;1;2008;28.5
98;1;2008;24.5
99;1;2008;33
0;2;2008;1151.5
1;2;2008;2305.5
2;2;2008;2269.5
3;2;2008;2374.5
4;2;2008;2395.5
5;2;2008;2239
6;2;2008;2301
7;2;2008;2317
8;2;2008;2362.5
9;2;2008;2349.5
10;2;2008;2326
11;2;2008;2356.5
12;2;2008;2450.5
13;2;2008;2375
14;2;2008;2456.5
15;2;2008;2415
16;2;2008;2540
17;2;2008;2582
18;2;2008;2384
19;2;2008;2476
20;2;2008;2416.5
21;2;2008;2430.5
22;2;2008;2525
23;2;2008;2499.5
24;2;2008;2772.5
25;2;2008;2749
26;2;2008;2948
27;2;2008;3083.5
28;2;2008;3262.5
29;2;2008;3245
30;2;2008;3343.5
31;2;2008;3468.5
32;2;2008;3478.5
33;2;2008;3552.5
34;2;2008;3632
35;2;2008;3608
36;2;2008;3642
37;2;2008;3649.5
38;2;2008;3704
39;2;2008;3613.5
40;2;2008;3693
41;2;2008;3676.5
42;2;2008;3827
43;2;2008;3857.5
44;2;2008;4007.5
45;2;2008;3708
46;2;2008;3644
47;2;2008;3373.5
48;2;2008;3364
49;2;2008;3321.5
50;2;2008;3081.5
51;2;2008;3067.5
52;2;2008;2911.5
53;2;2008;2880
54;2;2008;2883.5
55;2;2008;2795.5
56;2;2008;2713.5
57;2;2008;2601
58;2;2008;2707.5
59;2;2008;2626.5
60;2;2008;2776.5
61;2;2008;2820
62;2;2008;2690.5
63;2;2008;2554
64;2;2008;2666.5
65;2;2008;2475
66;2;2008;2424
67;2;2008;2199.5
68;2;2008;1969.5
69;2;2008;1945
70;2;2008;1917
71;2;2008;1855.5
72;2;2008;1696
73;2;2008;1740
74;2;2008;1687
75;2;2008;1694.5
76;2;2008;1622.5
77;2;2008;1565.5
78;2;2008;1639
79;2;2008;1494
80;2;2008;1360
81;2;2008;1387.5
82;2;2008;1261.5
83;2;2008;1225.5
84;2;2008;1160
85;2;2008;1026
86;2;2008;999.5
87;2;2008;911.5
88;2;2008;830
89;2;2008;651.5
90;2;2008;484
91;2;2008;424.5
92;2;2008;366
93;2;2008;334.5
94;2;2008;303
95;2;2008;238
96;2;2008;184.5
97;2;2008;133
98;2;2008;108
99;2;2008;191.5
0;1;2009;1233
1;1;2009;2404.5
2;1;2009;2463
3;1;2009;2436
4;1;2009;2404
5;1;2009;2382
6;1;2009;2236.5
7;1;2009;2464.5
8;1;2009;2478
9;1;2009;2591.5
10;1;2009;2479.5
11;1;2009;2503.5
12;1;2009;2487.5
13;1;2009;2663
14;1;2009;2562.5
15;1;2009;2603.5
16;1;2009;2654
17;1;2009;2645
18;1;2009;2807
19;1;2009;2649
20;1;2009;2695
21;1;2009;2599
22;1;2009;2460.5
23;1;2009;2595.5
24;1;2009;2671
25;1;2009;2747.5
26;1;2009;2850.5
27;1;2009;2958
28;1;2009;3140
29;1;2009;3126
30;1;2009;3301.5
31;1;2009;3256.5
32;1;2009;3376
33;1;2009;3420
34;1;2009;3348.5
35;1;2009;3539
36;1;2009;3586
37;1;2009;3637
38;1;2009;3504.5
39;1;2009;3441
40;1;2009;3370.5
41;1;2009;3533
42;1;2009;3647.5
43;1;2009;3760
44;1;2009;3806.5
45;1;2009;3771.5
46;1;2009;3668
47;1;2009;3432
48;1;2009;3348
49;1;2009;3288
50;1;2009;3271.5
51;1;2009;3123
52;1;2009;3017.5
53;1;2009;2902.5
54;1;2009;2853
55;1;2009;2605.5
56;1;2009;2527.5
57;1;2009;2465.5
58;1;2009;2336.5
59;1;2009;2448.5
60;1;2009;2386.5
61;1;2009;2435
62;1;2009;2340
63;1;2009;2386.5
64;1;2009;2275
65;1;2009;2222.5
66;1;2009;2072
67;1;2009;1965.5
68;1;2009;1713
69;1;2009;1676.5
70;1;2009;1578
71;1;2009;1527
72;1;2009;1437
73;1;2009;1455.5
74;1;2009;1406.5
75;1;2009;1275
76;1;2009;1196.5
77;1;2009;1189.5
78;1;2009;1053
79;1;2009;1042.5
80;1;2009;944.5
81;1;2009;898
82;1;2009;756
83;1;2009;684
84;1;2009;666
85;1;2009;570
86;1;2009;531
87;1;2009;418
88;1;2009;412
89;1;2009;325.5
90;1;2009;218
91;1;2009;150
92;1;2009;136
93;1;2009;97
94;1;2009;82.5
95;1;2009;65
96;1;2009;57
97;1;2009;37.5
98;1;2009;20.5
99;1;2009;38.5
0;2;2009;1169
1;2;2009;2308.5
2;2;2009;2319.5
3;2;2009;2299.5
4;2;2009;2388
5;2;2009;2436.5
6;2;2009;2277
7;2;2009;2324
8;2;2009;2346
9;2;2009;2408
10;2;2009;2395
11;2;2009;2359.5
12;2;2009;2392
13;2;2009;2487.5
14;2;2009;2407.5
15;2;2009;2476.5
16;2;2009;2457.5
17;2;2009;2587.5
18;2;2009;2631
19;2;2009;2454
20;2;2009;2548.5
21;2;2009;2528.5
22;2;2009;2514
23;2;2009;2696.5
24;2;2009;2674
25;2;2009;2954.5
26;2;2009;2945
27;2;2009;3161
28;2;2009;3282.5
29;2;2009;3434.5
30;2;2009;3374.5
31;2;2009;3478.5
32;2;2009;3583
33;2;2009;3593
34;2;2009;3622.5
35;2;2009;3712.5
36;2;2009;3644.5
37;2;2009;3687.5
38;2;2009;3682
39;2;2009;3765.5
40;2;2009;3630.5
41;2;2009;3734.5
42;2;2009;3718.5
43;2;2009;3840
44;2;2009;3885.5
45;2;2009;4015.5
46;2;2009;3712.5
47;2;2009;3667.5
48;2;2009;3405
49;2;2009;3358.5
50;2;2009;3320.5
51;2;2009;3077.5
52;2;2009;3065
53;2;2009;2901.5
54;2;2009;2859.5
55;2;2009;2857
56;2;2009;2767
57;2;2009;2693
58;2;2009;2570
59;2;2009;2678.5
60;2;2009;2580.5
61;2;2009;2738.5
62;2;2009;2775.5
63;2;2009;2636.5
64;2;2009;2503.5
65;2;2009;2618.5
66;2;2009;2424.5
67;2;2009;2387
68;2;2009;2168
69;2;2009;1949
70;2;2009;1921.5
71;2;2009;1897
72;2;2009;1838.5
73;2;2009;1673.5
74;2;2009;1711
75;2;2009;1662
76;2;2009;1658
77;2;2009;1595.5
78;2;2009;1532.5
79;2;2009;1604.5
80;2;2009;1460
81;2;2009;1316
82;2;2009;1351.5
83;2;2009;1206
84;2;2009;1170
85;2;2009;1095
86;2;2009;975
87;2;2009;922
88;2;2009;842
89;2;2009;763
90;2;2009;586.5
91;2;2009;427
92;2;2009;372.5
93;2;2009;302.5
94;2;2009;273.5
95;2;2009;247.5
96;2;2009;187
97;2;2009;136.5
98;2;2009;98.5
99;2;2009;211
0;1;2010;1270.5
1;1;2010;2453.5
2;1;2010;2424
3;1;2010;2499.5
4;1;2010;2448
5;1;2010;2454
6;1;2010;2426.5
7;1;2010;2258.5
8;1;2010;2487
9;1;2010;2504.5
10;1;2010;2613
11;1;2010;2498
12;1;2010;2522.5
13;1;2010;2488
14;1;2010;2692
15;1;2010;2592
16;1;2010;2652.5
17;1;2010;2695.5
18;1;2010;2690.5
19;1;2010;2847
20;1;2010;2719.5
21;1;2010;2750.5
22;1;2010;2679.5
23;1;2010;2568.5
24;1;2010;2729.5
25;1;2010;2824.5
26;1;2010;2898.5
27;1;2010;3030.5
28;1;2010;3115
29;1;2010;3293.5
30;1;2010;3268
31;1;2010;3411.5
32;1;2010;3345.5
33;1;2010;3466
34;1;2010;3492
35;1;2010;3398.5
36;1;2010;3588
37;1;2010;3593
38;1;2010;3670.5
39;1;2010;3520.5
40;1;2010;3483.5
41;1;2010;3383.5
42;1;2010;3554.5
43;1;2010;3652.5
44;1;2010;3759.5
45;1;2010;3794
