age;gender;year;pop
46;1;2010;3785
47;1;2010;3683.5
48;1;2010;3442
49;1;2010;3355
50;1;2010;3292.5
51;1;2010;3269.5
52;1;2010;3132.5
53;1;2010;3001.5
54;1;2010;2894.5
55;1;2010;2833.5
56;1;2010;2583.5
57;1;2010;2497
58;1;2010;2447
59;1;2010;2314
60;1;2010;2405.5
61;1;2010;2350
62;1;2010;2373.5
63;1;2010;2287
64;1;2010;2331.5
65;1;2010;2210.5
66;1;2010;2146
67;1;2010;2001
68;1;2010;1920
69;1;2010;1686
70;1;2010;1640
71;1;2010;1549
72;1;2010;1487.5
73;1;2010;1396.5
74;1;2010;1415
75;1;2010;1366
76;1;2010;1235.5
77;1;2010;1146.5
78;1;2010;1152.5
79;1;2010;1002.5
80;1;2010;997
81;1;2010;897.5
82;1;2010;845.5
83;1;2010;707
84;1;2010;621.5
85;1;2010;610.5
86;1;2010;517.5
87;1;2010;474
88;1;2010;365
89;1;2010;366
90;1;2010;271
91;1;2010;187
92;1;2010;123.5
93;1;2010;110
94;1;2010;78
95;1;2010;63.5
96;1;2010;48.5
97;1;2010;46
98;1;2010;25.5
99;1;2010;40.5
0;2;2010;1206.5
1;2;2010;2331.5
2;2;2010;2334
3;2;2010;2358
4;2;2010;2317
5;2;2010;2408
6;2;2010;2471
7;2;2010;2286
8;2;2010;2334.5
9;2;2010;2353
10;2;2010;2440
11;2;2010;2431
12;2;2010;2376.5
13;2;2010;2415.5
14;2;2010;2520.5
15;2;2010;2431.5
16;2;2010;2507.5
17;2;2010;2504
18;2;2010;2642.5
19;2;2010;2711.5
20;2;2010;2560.5
21;2;2010;2657
22;2;2010;2644
23;2;2010;2648
24;2;2010;2906.5
25;2;2010;2822.5
26;2;2010;3105
27;2;2010;3103
28;2;2010;3325
29;2;2010;3430
30;2;2010;3549.5
31;2;2010;3471.5
32;2;2010;3585.5
33;2;2010;3672.5
34;2;2010;3661.5
35;2;2010;3673
36;2;2010;3752
37;2;2010;3665.5
38;2;2010;3704
39;2;2010;3695
40;2;2010;3800.5
41;2;2010;3637
42;2;2010;3751
43;2;2010;3737
44;2;2010;3856.5
45;2;2010;3904.5
46;2;2010;4029.5
47;2;2010;3707
48;2;2010;3673
49;2;2010;3425.5
50;2;2010;3338.5
51;2;2010;3307.5
52;2;2010;3074
53;2;2010;3048
54;2;2010;2890.5
55;2;2010;2841.5
56;2;2010;2834
57;2;2010;2751
58;2;2010;2645.5
59;2;2010;2528
60;2;2010;2652
61;2;2010;2535.5
62;2;2010;2702.5
63;2;2010;2720.5
64;2;2010;2580.5
65;2;2010;2447
66;2;2010;2576
67;2;2010;2382.5
68;2;2010;2347
69;2;2010;2141
70;2;2010;1931.5
71;2;2010;1893.5
72;2;2010;1872
73;2;2010;1816
74;2;2010;1649.5
75;2;2010;1681
76;2;2010;1621
77;2;2010;1621.5
78;2;2010;1561.5
79;2;2010;1500
80;2;2010;1561
81;2;2010;1415.5
82;2;2010;1267.5
83;2;2010;1304
84;2;2010;1143
85;2;2010;1107.5
86;2;2010;1029
87;2;2010;920
88;2;2010;838
89;2;2010;766.5
90;2;2010;687.5
91;2;2010;517
92;2;2010;367.5
93;2;2010;323.5
94;2;2010;244.5
95;2;2010;220
96;2;2010;197.5
97;2;2010;143.5
98;2;2010;97
99;2;2010;216.5
0;1;2011;1212.5
1;1;2011;2463.5
2;1;2011;2476
3;1;2011;2509.5
4;1;2011;2527.5
5;1;2011;2499.5
6;1;2011;2491.5
7;1;2011;2443.5
8;1;2011;2258.5
9;1;2011;2493
10;1;2011;2502.5
11;1;2011;2612
12;1;2011;2511.5
13;1;2011;2524
14;1;2011;2503.5
15;1;2011;2705
16;1;2011;2617.5
17;1;2011;2680.5
18;1;2011;2740.5
19;1;2011;2729
20;1;2011;2893
21;1;2011;2780.5
22;1;2011;2823.5
23;1;2011;2768
24;1;2011;2670.5
25;1;2011;2871
26;1;2011;2980.5
27;1;2011;3048.5
28;1;2011;3179.5
29;1;2011;3242
30;1;2011;3427
31;1;2011;3353.5
32;1;2011;3472.5
33;1;2011;3388
34;1;2011;3513.5
35;1;2011;3529.5
36;1;2011;3419
37;1;2011;3601.5
38;1;2011;3590
39;1;2011;3653.5
40;1;2011;3514.5
41;1;2011;3491
42;1;2011;3383
43;1;2011;3549.5
44;1;2011;3654.5
45;1;2011;3738
46;1;2011;3777
47;1;2011;3784.5
48;1;2011;3669.5
49;1;2011;3413
50;1;2011;3313
51;1;2011;3261.5
52;1;2011;3236
53;1;2011;3105
54;1;2011;2956.5
55;1;2011;2856
56;1;2011;2772.5
57;1;2011;2535
58;1;2011;2446.5
59;1;2011;2413.5
60;1;2011;2263.5
61;1;2011;2333
62;1;2011;2284
63;1;2011;2299
64;1;2011;2230
65;1;2011;2253.5
66;1;2011;2131
67;1;2011;2065.5
68;1;2011;1942.5
69;1;2011;1870
70;1;2011;1651.5
71;1;2011;1596.5
72;1;2011;1511
73;1;2011;1449
74;1;2011;1351
75;1;2011;1370
76;1;2011;1323
77;1;2011;1190
78;1;2011;1101
79;1;2011;1101.5
80;1;2011;948
81;1;2011;946
82;1;2011;846
83;1;2011;797.5
84;1;2011;657
85;1;2011;557
86;1;2011;548
87;1;2011;460
88;1;2011;415
89;1;2011;313.5
90;1;2011;316
91;1;2011;224
92;1;2011;158
93;1;2011;102
94;1;2011;89
95;1;2011;58
96;1;2011;47
97;1;2011;34
98;1;2011;34.5
99;1;2011;39
0;2;2011;1105
1;2;2011;2354
2;2;2011;2377.5
3;2;2011;2402
4;2;2011;2417.5
5;2;2011;2352.5
6;2;2011;2423.5
7;2;2011;2493.5
8;2;2011;2284.5
9;2;2011;2319.5
10;2;2011;2350.5
11;2;2011;2454
12;2;2011;2447
13;2;2011;2366
14;2;2011;2445
15;2;2011;2529.5
16;2;2011;2460
17;2;2011;2537
18;2;2011;2539.5
19;2;2011;2697.5
20;2;2011;2795
21;2;2011;2663.5
22;2;2011;2739
23;2;2011;2773
24;2;2011;2788
25;2;2011;3016
26;2;2011;2952.5
27;2;2011;3229
28;2;2011;3203
29;2;2011;3423.5
30;2;2011;3515.5
31;2;2011;3570.5
32;2;2011;3530
33;2;2011;3617.5
34;2;2011;3724
35;2;2011;3690.5
36;2;2011;3683.5
37;2;2011;3778
38;2;2011;3651.5
39;2;2011;3695.5
40;2;2011;3652
41;2;2011;3757.5
42;2;2011;3597
43;2;2011;3723
44;2;2011;3720.5
45;2;2011;3842.5
46;2;2011;3876
47;2;2011;4017.5
48;2;2011;3672.5
49;2;2011;3629.5
50;2;2011;3397.5
51;2;2011;3307
52;2;2011;3273
53;2;2011;3028
54;2;2011;2986
55;2;2011;2843
56;2;2011;2789.5
57;2;2011;2772.5
58;2;2011;2716.5
59;2;2011;2593
60;2;2011;2476
61;2;2011;2616.5
62;2;2011;2483.5
63;2;2011;2651
64;2;2011;2659.5
65;2;2011;2508
66;2;2011;2396
67;2;2011;2541.5
68;2;2011;2337.5
69;2;2011;2313
70;2;2011;2113.5
71;2;2011;1916
72;2;2011;1864.5
73;2;2011;1839
74;2;2011;1790.5
75;2;2011;1627.5
76;2;2011;1649.5
77;2;2011;1581.5
78;2;2011;1585.5
79;2;2011;1525
80;2;2011;1462.5
81;2;2011;1508.5
82;2;2011;1363
83;2;2011;1211
84;2;2011;1235.5
85;2;2011;1077.5
86;2;2011;1032.5
87;2;2011;960.5
88;2;2011;855
89;2;2011;759.5
90;2;2011;688
91;2;2011;597.5
92;2;2011;437.5
93;2;2011;303
94;2;2011;271.5
95;2;2011;197.5
96;2;2011;170.5
97;2;2011;142
98;2;2011;101
99;2;2011;205
0;1;2012;1192
1;1;2012;2478
2;1;2012;2551
3;1;2012;2459
4;1;2012;2505
5;1;2012;2519
6;1;2012;2491
7;1;2012;2481
8;1;2012;2443.5
9;1;2012;2260
10;1;2012;2479.5
11;1;2012;2492
12;1;2012;2600
13;1;2012;2520
14;1;2012;2511.5
15;1;2012;2530
16;1;2012;2716.5
17;1;2012;2632.5
18;1;2012;2703
19;1;2012;2762
20;1;2012;2769
21;1;2012;2917.5
22;1;2012;2826.5
23;1;2012;2878.5
24;1;2012;2867.5
25;1;2012;2803.5
26;1;2012;2981.5
27;1;2012;3111
28;1;2012;3169.5
29;1;2012;3278.5
30;1;2012;3317.5
31;1;2012;3489
32;1;2012;3407.5
33;1;2012;3500.5
34;1;2012;3413
35;1;2012;3519.5
36;1;2012;3526
37;1;2012;3439
38;1;2012;3595.5
39;1;2012;3599.5
40;1;2012;3626.5
41;1;2012;3510
42;1;2012;3489.5
43;1;2012;3383
44;1;2012;3543.5
45;1;2012;3646.5
46;1;2012;3726
47;1;2012;3765
48;1;2012;3784.5
49;1;2012;3672
50;1;2012;3390
51;1;2012;3275.5
52;1;2012;3233.5
53;1;2012;3209.5
54;1;2012;3071
55;1;2012;2915.5
56;1;2012;2803.5
57;1;2012;2734
58;1;2012;2499
59;1;2012;2410
60;1;2012;2365.5
61;1;2012;2208
62;1;2012;2276
63;1;2012;2217.5
64;1;2012;2238.5
65;1;2012;2151.5
66;1;2012;2176
67;1;2012;2068.5
68;1;2012;2001.5
69;1;2012;1894
70;1;2012;1829
71;1;2012;1609.5
72;1;2012;1559
73;1;2012;1475
74;1;2012;1411
75;1;2012;1310.5
76;1;2012;1331.5
77;1;2012;1285.5
78;1;2012;1138.5
79;1;2012;1061
80;1;2012;1053
81;1;2012;900
82;1;2012;895
83;1;2012;793
84;1;2012;744.5
85;1;2012;602.5
86;1;2012;511.5
87;1;2012;496.5
88;1;2012;415
89;1;2012;362.5
90;1;2012;268.5
91;1;2012;271.5
92;1;2012;184.5
93;1;2012;132
94;1;2012;82.5
95;1;2012;68.5
96;1;2012;40.5
97;1;2012;35.5
98;1;2012;22.5
99;1;2012;46.5
0;2;2012;1117.5
1;2;2012;2254.5
2;2;2012;2477.5
3;2;2012;2379.5
4;2;2012;2403.5
5;2;2012;2420.5
6;2;2012;2338
7;2;2012;2402
8;2;2012;2484
9;2;2012;2277.5
10;2;2012;2323
11;2;2012;2353.5
12;2;2012;2454.5
13;2;2012;2438
14;2;2012;2366.5
15;2;2012;2474.5
16;2;2012;2537.5
17;2;2012;2489
18;2;2012;2586.5
19;2;2012;2599.5
20;2;2012;2756
21;2;2012;2870
22;2;2012;2737
23;2;2012;2829
24;2;2012;2917.5
25;2;2012;2894
26;2;2012;3106.5
27;2;2012;3078
28;2;2012;3319.5
29;2;2012;3282
30;2;2012;3473.5
31;2;2012;3562
32;2;2012;3616
33;2;2012;3569
34;2;2012;3611.5
35;2;2012;3745
36;2;2012;3702
37;2;2012;3687
38;2;2012;3782
39;2;2012;3641.5
40;2;2012;3695.5
41;2;2012;3619
42;2;2012;3726.5
43;2;2012;3585.5
44;2;2012;3713.5
45;2;2012;3705
46;2;2012;3823.5
47;2;2012;3848.5
48;2;2012;4005
49;2;2012;3656.5
50;2;2012;3608
51;2;2012;3376.5
52;2;2012;3296.5
53;2;2012;3250.5
54;2;2012;2992
55;2;2012;2951.5
56;2;2012;2823.5
57;2;2012;2751
58;2;2012;2736.5
59;2;2012;2665
60;2;2012;2543
61;2;2012;2437
62;2;2012;2567.5
63;2;2012;2433.5
64;2;2012;2591
65;2;2012;2604
66;2;2012;2458.5
67;2;2012;2355
68;2;2012;2509.5
69;2;2012;2297.5
70;2;2012;2278.5
71;2;2012;2088.5
72;2;2012;1898
73;2;2012;1828.5
74;2;2012;1809.5
75;2;2012;1766
76;2;2012;1602.5
77;2;2012;1618
78;2;2012;1556
79;2;2012;1545.5
80;2;2012;1486
81;2;2012;1416.5
82;2;2012;1459.5
83;2;2012;1308
84;2;2012;1151.5
85;2;2012;1161.5
86;2;2012;1014
87;2;2012;955.5
88;2;2012;881
89;2;2012;787
90;2;2012;687
91;2;2012;618
92;2;2012;512
93;2;2012;372.5
94;2;2012;255.5
95;2;2012;228
96;2;2012;155
97;2;2012;129
98;2;2012;101.5
99;2;2012;207.5
0;1;2013;1246
1;1;2013;2461
2;1;2013;2546
3;1;2013;2552
4;1;2013;2451
5;1;2013;2508.5
6;1;2013;2533.5
7;1;2013;2493
8;1;2013;2484.5
9;1;2013;2452.5
10;1;2013;2255
11;1;2013;2484
12;1;2013;2515.5
13;1;2013;2609.5
14;1;2013;2532
15;1;2013;2531.5
16;1;2013;2558.5
17;1;2013;2755.5
18;1;2013;2661
19;1;2013;2741.5
20;1;2013;2801
21;1;2013;2823.5
22;1;2013;2966
23;1;2013;2893
24;1;2013;2983
25;1;2013;3010
26;1;2013;2956.5
27;1;2013;3078
28;1;2013;3250.5
29;1;2013;3272
30;1;2013;3363.5
31;1;2013;3405.5
32;1;2013;3543
33;1;2013;3490
34;1;2013;3568
35;1;2013;3462.5
36;1;2013;3527.5
37;1;2013;3547
38;1;2013;3447
39;1;2013;3611
40;1;2013;3618
41;1;2013;3641
42;1;2013;3530
43;1;2013;3509
44;1;2013;3389
45;1;2013;3556
46;1;2013;3645.5
47;1;2013;3736.5
48;1;2013;3780
49;1;2013;3784
50;1;2013;3678.5
51;1;2013;3379
52;1;2013;3262
53;1;2013;3211
54;1;2013;3196.5
55;1;2013;3053.5
56;1;2013;2884
57;1;2013;2755
58;1;2013;2703
59;1;2013;2474
60;1;2013;2378
61;1;2013;2320.5
62;1;2013;2151.5
63;1;2013;2224
64;1;2013;2154.5
65;1;2013;2162.5
66;1;2013;2060.5
67;1;2013;2115
68;1;2013;2014.5
69;1;2013;1957
70;1;2013;1860.5
71;1;2013;1790.5
72;1;2013;1568
73;1;2013;1513.5
74;1;2013;1437
75;1;2013;1378
76;1;2013;1274
77;1;2013;1297
78;1;2013;1241
79;1;2013;1090.5
80;1;2013;1020.5
81;1;2013;1008.5
82;1;2013;856.5
83;1;2013;855.5
84;1;2013;741.5
85;1;2013;677
86;1;2013;548
87;1;2013;463
88;1;2013;451.5
89;1;2013;366
90;1;2013;307.5
91;1;2013;225
92;1;2013;227.5
93;1;2013;145
94;1;2013;102.5
95;1;2013;58
96;1;2013;48
97;1;2013;26
98;1;2013;25
99;1;2013;45.5
0;2;2013;1144.5
1;2;2013;2313.5
2;2;2013;2318
3;2;2013;2489
4;2;2013;2381
5;2;2013;2396.5
6;2;2013;2427.5
7;2;2013;2344.5
8;2;2013;2413.5
9;2;2013;2484
10;2;2013;2296.5
11;2;2013;2333.5
12;2;2013;2365.5
13;2;2013;2476.5
14;2;2013;2451
15;2;2013;2382.5
16;2;2013;2495
17;2;2013;2562.5
18;2;2013;2546.5
19;2;2013;2663.5
20;2;2013;2700.5
21;2;2013;2830.5
22;2;2013;2947.5
23;2;2013;2820
24;2;2013;2981
25;2;2013;3082.5
26;2;2013;3029.5
27;2;2013;3234
28;2;2013;3190
29;2;2013;3410.5
30;2;2013;3347
31;2;2013;3537
32;2;2013;3641.5
33;2;2013;3675
34;2;2013;3616
35;2;2013;3635.5
36;2;2013;3734
37;2;2013;3703
38;2;2013;3707
39;2;2013;3781
40;2;2013;3667
41;2;2013;3691.5
42;2;2013;3623.5
43;2;2013;3721.5
44;2;2013;3602
45;2;2013;3725
46;2;2013;3694
47;2;2013;3810
48;2;2013;3829.5
49;2;2013;3986
50;2;2013;3654
51;2;2013;3596
52;2;2013;3368.5
53;2;2013;3300.5
54;2;2013;3233.5
55;2;2013;2967
56;2;2013;2925.5
57;2;2013;2810
58;2;2013;2719
59;2;2013;2703
60;2;2013;2629.5
61;2;2013;2501.5
62;2;2013;2390.5
63;2;2013;2527
64;2;2013;2389
65;2;2013;2527.5
66;2;2013;2567
67;2;2013;2428
68;2;2013;2323.5
69;2;2013;2472.5
70;2;2013;2272.5
71;2;2013;2244
72;2;2013;2062
73;2;2013;1876.5
74;2;2013;1798.5
75;2;2013;1784.5
76;2;2013;1740.5
77;2;2013;1576
78;2;2013;1585.5
79;2;2013;1525
80;2;2013;1509
81;2;2013;1443
82;2;2013;1370
83;2;2013;1404
84;2;2013;1249
85;2;2013;1094
86;2;2013;1091.5
87;2;2013;948.5
88;2;2013;875
89;2;2013;796.5
90;2;2013;708.5
91;2;2013;613
92;2;2013;538.5
93;2;2013;425.5
94;2;2013;316.5
95;2;2013;214
96;2;2013;174.5
97;2;2013;116.5
98;2;2013;91
99;2;2013;210.5
0;1;2014;1232
1;1;2014;2572.5
2;1;2014;2564.5
3;1;2014;2577.5
4;1;2014;2568.5
5;1;2014;2481
6;1;2014;2520.5
7;1;2014;2556
8;1;2014;2510
9;1;2014;2514.5
10;1;2014;2481.5
11;1;2014;2274
12;1;2014;2516
13;1;2014;2557.5
14;1;2014;2647
15;1;2014;2556
16;1;2014;2572.5
17;1;2014;2612
18;1;2014;2812
19;1;2014;2705
20;1;2014;2791.5
21;1;2014;2856.5
22;1;2014;2901.5
23;1;2014;3047.5
24;1;2014;3005.5
25;1;2014;3112
26;1;2014;3131.5
27;1;2014;3103
28;1;2014;3173.5
29;1;2014;3386.5
30;1;2014;3330.5
31;1;2014;3450.5
32;1;2014;3524.5
33;1;2014;3609
34;1;2014;3561
35;1;2014;3650
36;1;2014;3503.5
37;1;2014;3563.5
38;1;2014;3600
39;1;2014;3477
40;1;2014;3673
41;1;2014;3649
42;1;2014;3683.5
43;1;2014;3570
44;1;2014;3540
45;1;2014;3423.5
46;1;2014;3593
47;1;2014;3666
48;1;2014;3772.5
49;1;2014;3807.5
50;1;2014;3804.5
51;1;2014;3677.5
52;1;2014;3395.5
53;1;2014;3262
54;1;2014;3217
55;1;2014;3203.5
56;1;2014;3026.5
57;1;2014;2866
58;1;2014;2734
59;1;2014;2675.5
60;1;2014;2438
61;1;2014;2341.5
62;1;2014;2264
63;1;2014;2094
64;1;2014;2171.5
65;1;2014;2087
66;1;2014;2090
67;1;2014;1994.5
68;1;2014;2063
69;1;2014;1964.5
70;1;2014;1921
71;1;2014;1827
72;1;2014;1751.5
73;1;2014;1526
74;1;2014;1471
75;1;2014;1398.5
76;1;2014;1341.5
77;1;2014;1243
78;1;2014;1255.5
79;1;2014;1192
80;1;2014;1047.5
81;1;2014;986
82;1;2014;956
83;1;2014;807
84;1;2014;814
85;1;2014;687.5
86;1;2014;609
87;1;2014;500
88;1;2014;414.5
89;1;2014;402.5
90;1;2014;311
91;1;2014;256.5
92;1;2014;189.5
93;1;2014;186
94;1;2014;114
95;1;2014;73
96;1;2014;38
97;1;2014;33.5
98;1;2014;16.5
99;1;2014;50.5
0;2;2014;1231
1;2;2014;2369.5
2;2;2014;2416
3;2;2014;2363
4;2;2014;2501
5;2;2014;2417
6;2;2014;2409.5
7;2;2014;2447
8;2;2014;2372
9;2;2014;2444
10;2;2014;2518.5
11;2;2014;2331
12;2;2014;2361.5
13;2;2014;2393.5
14;2;2014;2516.5
15;2;2014;2485.5
16;2;2014;2423.5
17;2;2014;2529.5
18;2;2014;2622
19;2;2014;2624.5
20;2;2014;2725
21;2;2014;2793.5
22;2;2014;2930.5
23;2;2014;3091
24;2;2014;2972
25;2;2014;3152.5
26;2;2014;3270.5
27;2;2014;3210.5
28;2;2014;3361.5
29;2;2014;3342.5
30;2;2014;3560.5
31;2;2014;3449.5
32;2;2014;3631
33;2;2014;3739.5
34;2;2014;3746
35;2;2014;3669
36;2;2014;3675.5
37;2;2014;3755
38;2;2014;3733
39;2;2014;3765
40;2;2014;3791.5
41;2;2014;3719.5
42;2;2014;3727
43;2;2014;3661
44;2;2014;3755.5
45;2;2014;3643
46;2;2014;3753.5
47;2;2014;3698
48;2;2014;3830
49;2;2014;3861
50;2;2014;4006.5
51;2;2014;3670
52;2;2014;3606.5
53;2;2014;3369.5
54;2;2014;3302
55;2;2014;3224
56;2;2014;2966
57;2;2014;2903
58;2;2014;2798
59;2;2014;2687.5
60;2;2014;2665
61;2;2014;2605
62;2;2014;2472
63;2;2014;2351
64;2;2014;2496.5
65;2;2014;2349
66;2;2014;2484
67;2;2014;2543
68;2;2014;2411.5
69;2;2014;2294.5
70;2;2014;2441
71;2;2014;2257.5
72;2;2014;2226
73;2;2014;2039.5
74;2;2014;1847
75;2;2014;1776.5
76;2;2014;1763
77;2;2014;1710
78;2;2014;1542.5
79;2;2014;1555
80;2;2014;1486.5
81;2;2014;1479.5
82;2;2014;1400
83;2;2014;1321
84;2;2014;1350.5
85;2;2014;1184
86;2;2014;1033
87;2;2014;1024
88;2;2014;879
89;2;2014;784.5
90;2;2014;713.5
91;2;2014;631
92;2;2014;548.5
93;2;2014;452
94;2;2014;350.5
95;2;2014;258.5
96;2;2014;175.5
97;2;2014;124
98;2;2014;88.5
99;2;2014;196.5
0;1;2015;1327
1;1;2015;2541
2;1;2015;2680
3;1;2015;2623.5
4;1;2015;2611.5
5;1;2015;2595.5
6;1;2015;2530.5
7;1;2015;2532.5
8;1;2015;2590
9;1;2015;2521
10;1;2015;2552
11;1;2015;2524.5
12;1;2015;2310.5
13;1;2015;2563
14;1;2015;2590.5
15;1;2015;2690
16;1;2015;2596.5
17;1;2015;2622.5
18;1;2015;2667.5
19;1;2015;2877.5
20;1;2015;2737.5
21;1;2015;2849
22;1;2015;2915
23;1;2015;3003.5
24;1;2015;3154
25;1;2015;3125.5
26;1;2015;3244.5
27;1;2015;3230
28;1;2015;3258.5
29;1;2015;3284
30;1;2015;3483.5
31;1;2015;3404.5
32;1;2015;3547.5
33;1;2015;3630
34;1;2015;3657
35;1;2015;3627
36;1;2015;3734.5
37;1;2015;3553.5
38;1;2015;3623
39;1;2015;3669.5
40;1;2015;3534
41;1;2015;3724
42;1;2015;3693
43;1;2015;3735.5
44;1;2015;3613.5
45;1;2015;3562
46;1;2015;3470.5
47;1;2015;3626.5
48;1;2015;3697.5
49;1;2015;3804.5
50;1;2015;3822.5
51;1;2015;3816
52;1;2015;3670
53;1;2015;3413
54;1;2015;3263.5
55;1;2015;3226.5
56;1;2015;3208.5
57;1;2015;3001
58;1;2015;2830.5
59;1;2015;2717.5
60;1;2015;2626.5
61;1;2015;2390.5
62;1;2015;2288.5
63;1;2015;2213
64;1;2015;2047
65;1;2015;2099
66;1;2015;2016
67;1;2015;2033
68;1;2015;1946
69;1;2015;2009.5
70;1;2015;1924.5
71;1;2015;1883.5
72;1;2015;1787
73;1;2015;1712.5
74;1;2015;1483
75;1;2015;1422.5
76;1;2015;1358
77;1;2015;1301.5
78;1;2015;1204.5
79;1;2015;1205.5
80;1;2015;1142.5
81;1;2015;999
82;1;2015;943
83;1;2015;903
84;1;2015;754
85;1;2015;752.5
86;1;2015;635.5
87;1;2015;546.5
88;1;2015;445
89;1;2015;370.5
90;1;2015;350
91;1;2015;263.5
92;1;2015;210.5
93;1;2015;156.5
94;1;2015;147.5
95;1;2015;88
96;1;2015;50.5
97;1;2015;26
98;1;2015;23.5
99;1;2015;49
0;2;2015;1213
1;2;2015;2549.5
2;2;2015;2470.5
3;2;2015;2457.5
4;2;2015;2386
5;2;2015;2508.5
6;2;2015;2444
7;2;2015;2431.5
8;2;2015;2478
9;2;2015;2400
10;2;2015;2479
11;2;2015;2550
12;2;2015;2363
13;2;2015;2403.5
14;2;2015;2434
15;2;2015;2565
16;2;2015;2524
17;2;2015;2485.5
18;2;2015;2593
19;2;2015;2688.5
20;2;2015;2708
21;2;2015;2792
22;2;2015;2876.5
23;2;2015;3066.5
24;2;2015;3269
25;2;2015;3134.5
26;2;2015;3301.5
27;2;2015;3422
28;2;2015;3378
29;2;2015;3486
30;2;2015;3494.5
31;2;2015;3720
32;2;2015;3562.5
33;2;2015;3726
34;2;2015;3845.5
35;2;2015;3837.5
36;2;2015;3745.5
37;2;2015;3729.5
38;2;2015;3800
39;2;2015;3763.5
40;2;2015;3835
41;2;2015;3802.5
42;2;2015;3750
43;2;2015;3774.5
44;2;2015;3699
45;2;2015;3796.5
46;2;2015;3673.5
47;2;2015;3784.5
48;2;2015;3724
49;2;2015;3845.5
50;2;2015;3897.5
51;2;2015;4037
52;2;2015;3682.5
53;2;2015;3617
54;2;2015;3366
55;2;2015;3283
56;2;2015;3221.5
57;2;2015;2966.5
58;2;2015;2878
59;2;2015;2775
60;2;2015;2655
61;2;2015;2631
62;2;2015;2564
63;2;2015;2428
64;2;2015;2300
65;2;2015;2455
66;2;2015;2308.5
67;2;2015;2451.5
68;2;2015;2519.5
69;2;2015;2391.5
70;2;2015;2259.5
71;2;2015;2413
72;2;2015;2228.5
73;2;2015;2204.5
74;2;2015;2012.5
75;2;2015;1816.5
76;2;2015;1746
77;2;2015;1739
78;2;2015;1673
79;2;2015;1498.5
80;2;2015;1519.5
81;2;2015;1443
82;2;2015;1435.5
83;2;2015;1350
84;2;2015;1267
85;2;2015;1288.5
86;2;2015;1108
87;2;2015;966.5
88;2;2015;942
89;2;2015;793.5
90;2;2015;696.5
91;2;2015;628
92;2;2015;553
93;2;2015;478.5
94;2;2015;374.5
95;2;2015;282.5
96;2;2015;201.5
97;2;2015;139
98;2;2015;89.5
99;2;2015;201
0;1;2016;1296
1;1;2016;2724.5
2;1;2016;2640.5
3;1;2016;2717
4;1;2016;2655
5;1;2016;2629.5
6;1;2016;2621.5
7;1;2016;2566.5
8;1;2016;2553.5
9;1;2016;2623
10;1;2016;2539.5
11;1;2016;2581.5
12;1;2016;2567.5
13;1;2016;2335
14;1;2016;2618
15;1;2016;2627
16;1;2016;2760
17;1;2016;2677
18;1;2016;2698.5
19;1;2016;2755
20;1;2016;2949
21;1;2016;2800.5
22;1;2016;2914.5
23;1;2016;3009.5
24;1;2016;3145.5
25;1;2016;3296.5
26;1;2016;3251
27;1;2016;3361
28;1;2016;3341.5
29;1;2016;3373
30;1;2016;3378
31;1;2016;3549.5
32;1;2016;3502.5
33;1;2016;3628.5
34;1;2016;3688.5
35;1;2016;3677
36;1;2016;3680
37;1;2016;3790.5
38;1;2016;3586.5
39;1;2016;3655
40;1;2016;3712
41;1;2016;3552.5
42;1;2016;3747.5
43;1;2016;3712
44;1;2016;3761
45;1;2016;3626
46;1;2016;3561.5
47;1;2016;3492.5
48;1;2016;3620
49;1;2016;3700.5
50;1;2016;3824
51;1;2016;3839.5
52;1;2016;3799.5
53;1;2016;3651.5
54;1;2016;3400
55;1;2016;3264
56;1;2016;3205
57;1;2016;3188.5
58;1;2016;2968.5
59;1;2016;2805
60;1;2016;2669.5
61;1;2016;2570
62;1;2016;2334
63;1;2016;2214.5
64;1;2016;2163.5
65;1;2016;1982
66;1;2016;2006
67;1;2016;1948.5
68;1;2016;1969.5
69;1;2016;1893
70;1;2016;1955
71;1;2016;1874.5
72;1;2016;1826
73;1;2016;1750.5
74;1;2016;1669.5
75;1;2016;1439
76;1;2016;1368
77;1;2016;1311
78;1;2016;1267
79;1;2016;1162.5
80;1;2016;1148.5
81;1;2016;1092.5
82;1;2016;952.5
83;1;2016;889.5
84;1;2016;844
85;1;2016;701.5
86;1;2016;693
87;1;2016;577.5
88;1;2016;492
89;1;2016;388
90;1;2016;329.5
91;1;2016;299.5
92;1;2016;223
93;1;2016;168
94;1;2016;122.5
95;1;2016;110.5
96;1;2016;68
97;1;2016;35.5
98;1;2016;18.5
99;1;2016;47
0;2;2016;1261
1;2;2016;2474.5
2;2;2016;2662.5
3;2;2016;2489.5
4;2;2016;2461.5
5;2;2016;2398.5
6;2;2016;2531
7;2;2016;2467
8;2;2016;2452.5
9;2;2016;2501
10;2;2016;2420.5
11;2;2016;2518.5
12;2;2016;2572
13;2;2016;2402.5
14;2;2016;2436.5
15;2;2016;2476.5
16;2;2016;2619
17;2;2016;2575
18;2;2016;2561
19;2;2016;2661
20;2;2016;2745
21;2;2016;2798.5
22;2;2016;2873.5
23;2;2016;3002.5
24;2;2016;3224.5
25;2;2016;3393
26;2;2016;3252
27;2;2016;3430.5
28;2;2016;3533
29;2;2016;3492
30;2;2016;3582
31;2;2016;3568
32;2;2016;3802.5
33;2;2016;3632.5
34;2;2016;3766.5
