sex;year;age;cant;pop
1;1999;97;10;5
1;1999;97;25;18
1;1999;98;10;4
1;1999;98;25;12
1;1999;99;10;5
1;1999;99;25;21
1;1999;999;10;116101
1;1999;999;25;190872
1;2000;0;10;1497
1;2000;0;25;2428
1;2000;1;10;1539
1;2000;1;25;2292
1;2000;2;10;1567
1;2000;2;25;2294
1;2000;3;10;1615
1;2000;3;25;2423
1;2000;4;10;1626
1;2000;4;25;2419
1;2000;5;10;1636
1;2000;5;25;2343
1;2000;6;10;1689
1;2000;6;25;2371
1;2000;7;10;1717
1;2000;7;25;2434
1;2000;8;10;1736
1;2000;8;25;2492
1;2000;9;10;1731
1;2000;9;25;2469
1;2000;10;10;1697
1;2000;10;25;2354
1;2000;11;10;1628
1;2000;11;25;2284
1;2000;12;10;1602
1;2000;12;25;2130
1;2000;13;10;1587
1;2000;13;25;2070
1;2000;14;10;1589
1;2000;14;25;2111
1;2000;15;10;1575
1;2000;15;25;2075
1;2000;16;10;1545
1;2000;16;25;2076
1;2000;17;10;1530
1;2000;17;25;2053
1;2000;18;10;1524
1;2000;18;25;2142
1;2000;19;10;1520
1;2000;19;25;2204
1;2000;20;10;1496
1;2000;20;25;2258
1;2000;21;10;1433
1;2000;21;25;2295
1;2000;22;10;1450
1;2000;22;25;2344
1;2000;23;10;1445
1;2000;23;25;2410
1;2000;24;10;1429
1;2000;24;25;2392
1;2000;25;10;1482
1;2000;25;25;2555
1;2000;26;10;1540
1;2000;26;25;2727
1;2000;27;10;1592
1;2000;27;25;2853
1;2000;28;10;1645
1;2000;28;25;2951
1;2000;29;10;1723
1;2000;29;25;2926
1;2000;30;10;1788
1;2000;30;25;2950
1;2000;31;10;1816
1;2000;31;25;3075
1;2000;32;10;1887
1;2000;32;25;3250
1;2000;33;10;1995
1;2000;33;25;3422
1;2000;34;10;2107
1;2000;34;25;3552
1;2000;35;10;2165
1;2000;35;25;3627
1;2000;36;10;2131
1;2000;36;25;3600
1;2000;37;10;2083
1;2000;37;25;3512
1;2000;38;10;2064
1;2000;38;25;3384
1;2000;39;10;2058
1;2000;39;25;3278
1;2000;40;10;1944
1;2000;40;25;3244
1;2000;41;10;1868
1;2000;41;25;3236
1;2000;42;10;1907
1;2000;42;25;3123
1;2000;43;10;1858
1;2000;43;25;3008
1;2000;44;10;1756
1;2000;44;25;2923
1;2000;45;10;1715
1;2000;45;25;2833
1;2000;46;10;1650
1;2000;46;25;2728
1;2000;47;10;1640
1;2000;47;25;2686
1;2000;48;10;1635
1;2000;48;25;2642
1;2000;49;10;1653
1;2000;49;25;2659
1;2000;50;10;1613
1;2000;50;25;2686
1;2000;51;10;1585
1;2000;51;25;2733
1;2000;52;10;1594
1;2000;52;25;2798
1;2000;53;10;1573
1;2000;53;25;2811
1;2000;54;10;1525
1;2000;54;25;2800
1;2000;55;10;1457
1;2000;55;25;2735
1;2000;56;10;1409
1;2000;56;25;2715
1;2000;57;10;1373
1;2000;57;25;2579
1;2000;58;10;1277
1;2000;58;25;2366
1;2000;59;10;1119
1;2000;59;25;2223
1;2000;60;10;1016
1;2000;60;25;2097
1;2000;61;10;989
1;2000;61;25;2010
1;2000;62;10;963
1;2000;62;25;1943
1;2000;63;10;941
1;2000;63;25;1889
1;2000;64;10;897
1;2000;64;25;1845
1;2000;65;10;842
1;2000;65;25;1702
1;2000;66;10;846
1;2000;66;25;1609
1;2000;67;10;827
1;2000;67;25;1568
1;2000;68;10;791
1;2000;68;25;1490
1;2000;69;10;777
1;2000;69;25;1407
1;2000;70;10;717
1;2000;70;25;1374
1;2000;71;10;684
1;2000;71;25;1325
1;2000;72;10;682
1;2000;72;25;1219
1;2000;73;10;661
1;2000;73;25;1116
1;2000;74;10;623
1;2000;74;25;1081
1;2000;75;10;597
1;2000;75;25;1028
1;2000;76;10;542
1;2000;76;25;976
1;2000;77;10;526
1;2000;77;25;912
1;2000;78;10;519
1;2000;78;25;853
1;2000;79;10;469
1;2000;79;25;808
1;2000;80;10;387
1;2000;80;25;657
1;2000;81;10;335
1;2000;81;25;515
1;2000;82;10;303
1;2000;82;25;469
1;2000;83;10;280
1;2000;83;25;459
1;2000;84;10;238
1;2000;84;25;407
1;2000;85;10;216
1;2000;85;25;372
1;2000;86;10;196
1;2000;86;25;344
1;2000;87;10;166
1;2000;87;25;292
1;2000;88;10;123
1;2000;88;25;234
1;2000;89;10;82
1;2000;89;25;208
1;2000;90;10;69
1;2000;90;25;182
1;2000;91;10;54
1;2000;91;25;138
1;2000;92;10;38
1;2000;92;25;100
1;2000;93;10;32
1;2000;93;25;83
1;2000;94;10;26
1;2000;94;25;62
1;2000;95;10;19
1;2000;95;25;36
1;2000;96;10;8
1;2000;96;25;29
1;2000;97;10;5
1;2000;97;25;20
1;2000;98;10;3
1;2000;98;25;11
1;2000;99;10;4
1;2000;99;25;18
1;2000;999;10;117123
1;2000;999;25;193241
1;2001;0;10;1463
1;2001;0;25;2404
1;2001;1;10;1367
1;2001;1;25;2230
1;2001;2;10;1516
1;2001;2;25;2250
1;2001;3;10;1536
1;2001;3;25;2306
1;2001;4;10;1586
1;2001;4;25;2386
1;2001;5;10;1607
1;2001;5;25;2435
1;2001;6;10;1637
1;2001;6;25;2368
1;2001;7;10;1689
1;2001;7;25;2403
1;2001;8;10;1715
1;2001;8;25;2457
1;2001;9;10;1679
1;2001;9;25;2525
1;2001;10;10;1720
1;2001;10;25;2492
1;2001;11;10;1675
1;2001;11;25;2375
1;2001;12;10;1574
1;2001;12;25;2293
1;2001;13;10;1558
1;2001;13;25;2158
1;2001;14;10;1519
1;2001;14;25;2110
1;2001;15;10;1522
1;2001;15;25;2139
1;2001;16;10;1509
1;2001;16;25;2118
1;2001;17;10;1513
1;2001;17;25;2108
1;2001;18;10;1470
1;2001;18;25;2101
1;2001;19;10;1465
1;2001;19;25;2187
1;2001;20;10;1492
1;2001;20;25;2278
1;2001;21;10;1433
1;2001;21;25;2317
1;2001;22;10;1429
1;2001;22;25;2372
1;2001;23;10;1438
1;2001;23;25;2420
1;2001;24;10;1449
1;2001;24;25;2504
1;2001;25;10;1477
1;2001;25;25;2516
1;2001;26;10;1559
1;2001;26;25;2652
1;2001;27;10;1598
1;2001;27;25;2857
1;2001;28;10;1711
1;2001;28;25;2978
1;2001;29;10;1734
1;2001;29;25;3050
1;2001;30;10;1806
1;2001;30;25;3053
1;2001;31;10;1874
1;2001;31;25;3044
1;2001;32;10;1960
1;2001;32;25;3157
1;2001;33;10;1986
1;2001;33;25;3337
1;2001;34;10;2084
1;2001;34;25;3482
1;2001;35;10;2160
1;2001;35;25;3613
1;2001;36;10;2199
1;2001;36;25;3652
1;2001;37;10;2142
1;2001;37;25;3647
1;2001;38;10;2161
1;2001;38;25;3543
1;2001;39;10;2123
1;2001;39;25;3394
1;2001;40;10;2113
1;2001;40;25;3297
1;2001;41;10;2015
1;2001;41;25;3270
1;2001;42;10;1888
1;2001;42;25;3241
1;2001;43;10;1953
1;2001;43;25;3117
1;2001;44;10;1841
1;2001;44;25;2998
1;2001;45;10;1786
1;2001;45;25;2933
1;2001;46;10;1706
1;2001;46;25;2826
1;2001;47;10;1666
1;2001;47;25;2709
1;2001;48;10;1657
1;2001;48;25;2693
1;2001;49;10;1630
1;2001;49;25;2637
1;2001;50;10;1665
1;2001;50;25;2632
1;2001;51;10;1601
1;2001;51;25;2661
1;2001;52;10;1575
1;2001;52;25;2723
1;2001;53;10;1630
1;2001;53;25;2764
1;2001;54;10;1569
1;2001;54;25;2784
1;2001;55;10;1526
1;2001;55;25;2761
1;2001;56;10;1472
1;2001;56;25;2721
1;2001;57;10;1384
1;2001;57;25;2656
1;2001;58;10;1384
1;2001;58;25;2526
1;2001;59;10;1255
1;2001;59;25;2325
1;2001;60;10;1111
1;2001;60;25;2159
1;2001;61;10;999
1;2001;61;25;2046
1;2001;62;10;1000
1;2001;62;25;1967
1;2001;63;10;974
1;2001;63;25;1889
1;2001;64;10;954
1;2001;64;25;1848
1;2001;65;10;879
1;2001;65;25;1769
1;2001;66;10;820
1;2001;66;25;1654
1;2001;67;10;833
1;2001;67;25;1564
1;2001;68;10;808
1;2001;68;25;1537
1;2001;69;10;775
1;2001;69;25;1451
1;2001;70;10;753
1;2001;70;25;1377
1;2001;71;10;677
1;2001;71;25;1348
1;2001;72;10;657
1;2001;72;25;1296
1;2001;73;10;651
1;2001;73;25;1185
1;2001;74;10;623
1;2001;74;25;1086
1;2001;75;10;601
1;2001;75;25;1047
1;2001;76;10;567
1;2001;76;25;988
1;2001;77;10;505
1;2001;77;25;942
1;2001;78;10;507
1;2001;78;25;878
1;2001;79;10;486
1;2001;79;25;807
1;2001;80;10;440
1;2001;80;25;758
1;2001;81;10;378
1;2001;81;25;607
1;2001;82;10;318
1;2001;82;25;483
1;2001;83;10;276
1;2001;83;25;438
1;2001;84;10;244
1;2001;84;25;416
1;2001;85;10;221
1;2001;85;25;386
1;2001;86;10;200
1;2001;86;25;334
1;2001;87;10;187
1;2001;87;25;311
1;2001;88;10;157
1;2001;88;25;249
1;2001;89;10;105
1;2001;89;25;209
1;2001;90;10;82
1;2001;90;25;175
1;2001;91;10;55
1;2001;91;25;147
1;2001;92;10;44
1;2001;92;25;110
1;2001;93;10;38
1;2001;93;25;72
1;2001;94;10;35
1;2001;94;25;70
1;2001;95;10;27
1;2001;95;25;43
1;2001;96;10;12
1;2001;96;25;27
1;2001;97;10;5
1;2001;97;25;21
1;2001;98;10;3
1;2001;98;25;14
1;2001;99;10;5
1;2001;99;25;18
1;2001;999;10;118463
1;2001;999;25;195711
1;2002;0;10;1420
1;2002;0;25;2364
1;2002;1;10;1409
1;2002;1;25;2354
1;2002;2;10;1449
1;2002;2;25;2368
1;2002;3;10;1530
1;2002;3;25;2288
1;2002;4;10;1560
1;2002;4;25;2289
1;2002;5;10;1628
1;2002;5;25;2439
1;2002;6;10;1637
1;2002;6;25;2466
1;2002;7;10;1661
1;2002;7;25;2399
1;2002;8;10;1699
1;2002;8;25;2425
1;2002;9;10;1698
1;2002;9;25;2478
1;2002;10;10;1716
1;2002;10;25;2548
1;2002;11;10;1735
1;2002;11;25;2502
1;2002;12;10;1681
1;2002;12;25;2390
1;2002;13;10;1601
1;2002;13;25;2314
1;2002;14;10;1567
1;2002;14;25;2198
1;2002;15;10;1541
1;2002;15;25;2145
1;2002;16;10;1543
1;2002;16;25;2156
1;2002;17;10;1539
1;2002;17;25;2133
1;2002;18;10;1527
1;2002;18;25;2138
1;2002;19;10;1490
1;2002;19;25;2167
1;2002;20;10;1508
1;2002;20;25;2283
1;2002;21;10;1505
1;2002;21;25;2343
1;2002;22;10;1483
1;2002;22;25;2392
1;2002;23;10;1462
1;2002;23;25;2477
1;2002;24;10;1465
1;2002;24;25;2549
1;2002;25;10;1499
1;2002;25;25;2596
1;2002;26;10;1512
1;2002;26;25;2613
1;2002;27;10;1575
1;2002;27;25;2778
1;2002;28;10;1662
1;2002;28;25;2950
1;2002;29;10;1729
1;2002;29;25;3101
1;2002;30;10;1775
1;2002;30;25;3166
1;2002;31;10;1842
1;2002;31;25;3156
1;2002;32;10;1937
1;2002;32;25;3134
1;2002;33;10;1968
1;2002;33;25;3253
1;2002;34;10;2003
1;2002;34;25;3410
1;2002;35;10;2090
1;2002;35;25;3534
1;2002;36;10;2170
1;2002;36;25;3664
1;2002;37;10;2198
1;2002;37;25;3703
1;2002;38;10;2197
1;2002;38;25;3685
1;2002;39;10;2168
1;2002;39;25;3570
1;2002;40;10;2137
1;2002;40;25;3405
1;2002;41;10;2131
1;2002;41;25;3309
1;2002;42;10;1992
1;2002;42;25;3285
1;2002;43;10;1900
1;2002;43;25;3230
1;2002;44;10;1939
1;2002;44;25;3139
1;2002;45;10;1864
1;2002;45;25;3004
1;2002;46;10;1774
1;2002;46;25;2935
1;2002;47;10;1715
1;2002;47;25;2826
1;2002;48;10;1663
1;2002;48;25;2716
1;2002;49;10;1640
1;2002;49;25;2700
1;2002;50;10;1638
1;2002;50;25;2611
1;2002;51;10;1642
1;2002;51;25;2608
1;2002;52;10;1596
1;2002;52;25;2670
1;2002;53;10;1589
1;2002;53;25;2708
1;2002;54;10;1605
1;2002;54;25;2750
1;2002;55;10;1562
1;2002;55;25;2748
1;2002;56;10;1518
1;2002;56;25;2738
1;2002;57;10;1450
1;2002;57;25;2688
1;2002;58;10;1391
1;2002;58;25;2600
1;2002;59;10;1357
1;2002;59;25;2470
1;2002;60;10;1252
1;2002;60;25;2268
1;2002;61;10;1099
1;2002;61;25;2104
1;2002;62;10;1007
1;2002;62;25;1991
1;2002;63;10;989
1;2002;63;25;1907
1;2002;64;10;965
1;2002;64;25;1842
1;2002;65;10;922
1;2002;65;25;1757
1;2002;66;10;867
1;2002;66;25;1720
1;2002;67;10;817
1;2002;67;25;1609
1;2002;68;10;820
1;2002;68;25;1528
1;2002;69;10;794
1;2002;69;25;1491
1;2002;70;10;757
1;2002;70;25;1410
1;2002;71;10;725
1;2002;71;25;1338
1;2002;72;10;668
1;2002;72;25;1309
1;2002;73;10;630
1;2002;73;25;1248
1;2002;74;10;625
1;2002;74;25;1144
1;2002;75;10;601
1;2002;75;25;1039
1;2002;76;10;574
1;2002;76;25;993
1;2002;77;10;531
1;2002;77;25;937
1;2002;78;10;491
1;2002;78;25;894
1;2002;79;10;472
1;2002;79;25;824
1;2002;80;10;453
1;2002;80;25;761
1;2002;81;10;410
1;2002;81;25;694
1;2002;82;10;337
1;2002;82;25;564
1;2002;83;10;285
1;2002;83;25;438
1;2002;84;10;242
1;2002;84;25;397
1;2002;85;10;222
1;2002;85;25;382
1;2002;86;10;196
1;2002;86;25;339
1;2002;87;10;178
1;2002;87;25;299
1;2002;88;10;160
1;2002;88;25;262
1;2002;89;10;127
1;2002;89;25;217
1;2002;90;10;88
1;2002;90;25;175
1;2002;91;10;60
1;2002;91;25;141
1;2002;92;10;44
1;2002;92;25;113
1;2002;93;10;33
1;2002;93;25;81
1;2002;94;10;27
1;2002;94;25;56
1;2002;95;10;25
1;2002;95;25;48
1;2002;96;10;16
1;2002;96;25;30
1;2002;97;10;7
1;2002;97;25;17
1;2002;98;10;5
1;2002;98;25;15
1;2002;99;10;4
1;2002;99;25;20
1;2002;999;10;120007
1;2002;999;25;198460
1;2003;0;10;1403
1;2003;0;25;2324
1;2003;1;10;1436
1;2003;1;25;2351
1;2003;2;10;1429
1;2003;2;25;2380
1;2003;3;10;1471
1;2003;3;25;2401
1;2003;4;10;1558
1;2003;4;25;2316
1;2003;5;10;1586
1;2003;5;25;2340
1;2003;6;10;1646
1;2003;6;25;2465
1;2003;7;10;1660
1;2003;7;25;2487
1;2003;8;10;1676
1;2003;8;25;2417
1;2003;9;10;1713
1;2003;9;25;2444
1;2003;10;10;1715
1;2003;10;25;2497
1;2003;11;10;1732
1;2003;11;25;2557
1;2003;12;10;1754
1;2003;12;25;2532
1;2003;13;10;1702
1;2003;13;25;2404
1;2003;14;10;1630
1;2003;14;25;2352
1;2003;15;10;1594
1;2003;15;25;2236
1;2003;16;10;1562
1;2003;16;25;2169
1;2003;17;10;1560
1;2003;17;25;2184
1;2003;18;10;1569
1;2003;18;25;2171
1;2003;19;10;1547
1;2003;19;25;2200
1;2003;20;10;1532
1;2003;20;25;2256
1;2003;21;10;1540
1;2003;21;25;2341
1;2003;22;10;1534
1;2003;22;25;2417
1;2003;23;10;1519
1;2003;23;25;2519
1;2003;24;10;1479
1;2003;24;25;2622
1;2003;25;10;1487
1;2003;25;25;2656
1;2003;26;10;1525
1;2003;26;25;2718
1;2003;27;10;1541
1;2003;27;25;2767
1;2003;28;10;1612
1;2003;28;25;2886
1;2003;29;10;1694
1;2003;29;25;3081
1;2003;30;10;1761
1;2003;30;25;3214
1;2003;31;10;1807
1;2003;31;25;3285
1;2003;32;10;1882
1;2003;32;25;3247
1;2003;33;10;1970
1;2003;33;25;3206
1;2003;34;10;1990
1;2003;34;25;3305
1;2003;35;10;2043
1;2003;35;25;3463
1;2003;36;10;2119
1;2003;36;25;3595
1;2003;37;10;2182
1;2003;37;25;3706
1;2003;38;10;2225
1;2003;38;25;3737
1;2003;39;10;2221
1;2003;39;25;3706
1;2003;40;10;2193
1;2003;40;25;3572
1;2003;41;10;2149
1;2003;41;25;3429
1;2003;42;10;2140
1;2003;42;25;3325
1;2003;43;10;1998
1;2003;43;25;3288
1;2003;44;10;1917
1;2003;44;25;3240
1;2003;45;10;1946
1;2003;45;25;3115
1;2003;46;10;1870
1;2003;46;25;3016
1;2003;47;10;1776
1;2003;47;25;2945
1;2003;48;10;1712
1;2003;48;25;2824
1;2003;49;10;1662
1;2003;49;25;2718
1;2003;50;10;1639
1;2003;50;25;2678
1;2003;51;10;1629
1;2003;51;25;2586
1;2003;52;10;1632
1;2003;52;25;2603
1;2003;53;10;1593
1;2003;53;25;2649
1;2003;54;10;1578
1;2003;54;25;2686
1;2003;55;10;1598
1;2003;55;25;2711
1;2003;56;10;1551
1;2003;56;25;2710
1;2003;57;10;1509
1;2003;57;25;2702
1;2003;58;10;1440
1;2003;58;25;2634
1;2003;59;10;1377
1;2003;59;25;2553
1;2003;60;10;1348
1;2003;60;25;2407
1;2003;61;10;1247
1;2003;61;25;2214
1;2003;62;10;1089
1;2003;62;25;2043
1;2003;63;10;998
1;2003;63;25;1936
1;2003;64;10;980
1;2003;64;25;1857
1;2003;65;10;948
1;2003;65;25;1758
1;2003;66;10;912
1;2003;66;25;1698
1;2003;67;10;854
1;2003;67;25;1668
1;2003;68;10;804
1;2003;68;25;1577
1;2003;69;10;804
1;2003;69;25;1483
1;2003;70;10;777
1;2003;70;25;1434
1;2003;71;10;742
1;2003;71;25;1375
1;2003;72;10;708
1;2003;72;25;1302
1;2003;73;10;641
1;2003;73;25;1263
1;2003;74;10;612
1;2003;74;25;1199
1;2003;75;10;600
1;2003;75;25;1098
1;2003;76;10;571
1;2003;76;25;995
1;2003;77;10;546
1;2003;77;25;948
1;2003;78;10;508
1;2003;78;25;901
1;2003;79;10;460
1;2003;79;25;845
1;2003;80;10;438
1;2003;80;25;781
1;2003;81;10;415
1;2003;81;25;702
1;2003;82;10;367
1;2003;82;25;651
1;2003;83;10;308
1;2003;83;25;515
1;2003;84;10;253
1;2003;84;25;405
1;2003;85;10;207
1;2003;85;25;354
1;2003;86;10;194
1;2003;86;25;339
1;2003;87;10;170
1;2003;87;25;298
1;2003;88;10;147
1;2003;88;25;257
1;2003;89;10;131
1;2003;89;25;223
1;2003;90;10;101
1;2003;90;25;184
1;2003;91;10;69
1;2003;91;25;146
1;2003;92;10;48
1;2003;92;25;107
1;2003;93;10;35
1;2003;93;25;89
1;2003;94;10;22
1;2003;94;25;59
1;2003;95;10;19
1;2003;95;25;42
1;2003;96;10;19
1;2003;96;25;32
1;2003;97;10;11
1;2003;97;25;22
1;2003;98;10;6
1;2003;98;25;10
1;2003;99;10;6
1;2003;99;25;23
1;2003;999;10;121630
1;2003;999;25;201178
1;2004;0;10;1425
1;2004;0;25;2301
1;2004;1;10;1422
1;2004;1;25;2290
1;2004;2;10;1450
1;2004;2;25;2376
1;2004;3;10;1455
1;2004;3;25;2414
1;2004;4;10;1503
1;2004;4;25;2419
1;2004;5;10;1573
1;2004;5;25;2369
1;2004;6;10;1607
1;2004;6;25;2376
1;2004;7;10;1663
1;2004;7;25;2480
1;2004;8;10;1673
1;2004;8;25;2500
1;2004;9;10;1692
1;2004;9;25;2435
1;2004;10;10;1726
1;2004;10;25;2465
1;2004;11;10;1730
1;2004;11;25;2523
1;2004;12;10;1751
1;2004;12;25;2574
1;2004;13;10;1777
1;2004;13;25;2544
1;2004;14;10;1725
1;2004;14;25;2449
1;2004;15;10;1653
1;2004;15;25;2392
1;2004;16;10;1615
1;2004;16;25;2266
1;2004;17;10;1578
1;2004;17;25;2198
1;2004;18;10;1582
1;2004;18;25;2230
1;2004;19;10;1593
1;2004;19;25;2211
1;2004;20;10;1592
1;2004;20;25;2251
1;2004;21;10;1577
1;2004;21;25;2305
1;2004;22;10;1576
1;2004;22;25;2422
1;2004;23;10;1568
1;2004;23;25;2522
1;2004;24;10;1551
1;2004;24;25;2632
1;2004;25;10;1509
1;2004;25;25;2722
1;2004;26;10;1522
1;2004;26;25;2767
1;2004;27;10;1555
1;2004;27;25;2850
1;2004;28;10;1570
1;2004;28;25;2883
1;2004;29;10;1649
1;2004;29;25;2996
1;2004;30;10;1730
1;2004;30;25;3195
1;2004;31;10;1790
1;2004;31;25;3311
1;2004;32;10;1852
1;2004;32;25;3374
1;2004;33;10;1907
1;2004;33;25;3314
1;2004;34;10;1999
1;2004;34;25;3253
1;2004;35;10;2026
1;2004;35;25;3349
1;2004;36;10;2073
1;2004;36;25;3480
1;2004;37;10;2141
1;2004;37;25;3607
1;2004;38;10;2208
1;2004;38;25;3723
1;2004;39;10;2246
1;2004;39;25;3747
1;2004;40;10;2243
1;2004;40;25;3700
1;2004;41;10;2207
1;2004;41;25;3580
1;2004;42;10;2166
1;2004;42;25;3417
1;2004;43;10;2151
1;2004;43;25;3330
1;2004;44;10;2007
1;2004;44;25;3278
1;2004;45;10;1936
1;2004;45;25;3221
1;2004;46;10;1950
1;2004;46;25;3127
1;2004;47;10;1875
1;2004;47;25;3008
1;2004;48;10;1782
1;2004;48;25;2942
1;2004;49;10;1713
1;2004;49;25;2822
1;2004;50;10;1663
1;2004;50;25;2698
1;2004;51;10;1638
1;2004;51;25;2658
1;2004;52;10;1619
1;2004;52;25;2568
1;2004;53;10;1630
1;2004;53;25;2566
1;2004;54;10;1579
1;2004;54;25;2616
1;2004;55;10;1575
1;2004;55;25;2647
1;2004;56;10;1586
1;2004;56;25;2664
1;2004;57;10;1534
1;2004;57;25;2654
1;2004;58;10;1505
1;2004;58;25;2646
1;2004;59;10;1428
1;2004;59;25;2585
1;2004;60;10;1367
1;2004;60;25;2484
1;2004;61;10;1337
1;2004;61;25;2353
1;2004;62;10;1238
1;2004;62;25;2152
1;2004;63;10;1084
1;2004;63;25;1988
1;2004;64;10;986
1;2004;64;25;1885
1;2004;65;10;963
1;2004;65;25;1784
1;2004;66;10;934
1;2004;66;25;1684
1;2004;67;10;895
1;2004;67;25;1649
1;2004;68;10;837
1;2004;68;25;1628
1;2004;69;10;791
1;2004;69;25;1534
1;2004;70;10;791
1;2004;70;25;1433
1;2004;71;10;762
1;2004;71;25;1402
1;2004;72;10;723
1;2004;72;25;1337
1;2004;73;10;685
1;2004;73;25;1254
1;2004;74;10;621
1;2004;74;25;1212
1;2004;75;10;592
1;2004;75;25;1150
1;2004;76;10;570
1;2004;76;25;1057
1;2004;77;10;549
1;2004;77;25;951
1;2004;78;10;522
1;2004;78;25;911
1;2004;79;10;479
1;2004;79;25;853
1;2004;80;10;436
1;2004;80;25;799
1;2004;81;10;403
1;2004;81;25;725
1;2004;82;10;376
1;2004;82;25;660
1;2004;83;10;332
1;2004;83;25;605
1;2004;84;10;275
1;2004;84;25;478
1;2004;85;10;211
1;2004;85;25;364
1;2004;86;10;178
1;2004;86;25;315
1;2004;87;10;168
1;2004;87;25;300
1;2004;88;10;140
1;2004;88;25;255
1;2004;89;10;125
1;2004;89;25;221
1;2004;90;10;104
1;2004;90;25;185
1;2004;91;10;80
1;2004;91;25;157
1;2004;92;10;58
1;2004;92;25;116
1;2004;93;10;39
1;2004;93;25;79
1;2004;94;10;25
1;2004;94;25;68
1;2004;95;10;15
1;2004;95;25;47
1;2004;96;10;14
1;2004;96;25;27
1;2004;97;10;13
1;2004;97;25;24
1;2004;98;10;7
1;2004;98;25;14
1;2004;99;10;5
1;2004;99;25;23
1;2004;999;10;123351
1;2004;999;25;203405
1;2005;0;10;1432
1;2005;0;25;2407
1;2005;1;10;1447
1;2005;1;25;2232
1;2005;2;10;1440
1;2005;2;25;2302
1;2005;3;10;1473
1;2005;3;25;2380
1;2005;4;10;1485
1;2005;4;25;2424
1;2005;5;10;1515
1;2005;5;25;2461
1;2005;6;10;1601
1;2005;6;25;2380
1;2005;7;10;1629
1;2005;7;25;2400
1;2005;8;10;1682
1;2005;8;25;2482
1;2005;9;10;1690
1;2005;9;25;2511
1;2005;10;10;1709
1;2005;10;25;2453
1;2005;11;10;1748
1;2005;11;25;2483
1;2005;12;10;1751
1;2005;12;25;2532
1;2005;13;10;1775
1;2005;13;25;2588
1;2005;14;10;1802
1;2005;14;25;2571
1;2005;15;10;1744
1;2005;15;25;2487
1;2005;16;10;1673
1;2005;16;25;2423
1;2005;17;10;1631
1;2005;17;25;2299
1;2005;18;10;1597
1;2005;18;25;2243
1;2005;19;10;1611
1;2005;19;25;2261
1;2005;20;10;1634
1;2005;20;25;2257
1;2005;21;10;1629
1;2005;21;25;2305
1;2005;22;10;1616
1;2005;22;25;2370
1;2005;23;10;1603
1;2005;23;25;2501
1;2005;24;10;1587
1;2005;24;25;2584
1;2005;25;10;1575
1;2005;25;25;2675
1;2005;26;10;1537
1;2005;26;25;2810
1;2005;27;10;1557
1;2005;27;25;2851
1;2005;28;10;1579
1;2005;28;25;2948
1;2005;29;10;1604
1;2005;29;25;2958
1;2005;30;10;1680
1;2005;30;25;3075
1;2005;31;10;1755
1;2005;31;25;3286
1;2005;32;10;1827
1;2005;32;25;3391
1;2005;33;10;1883
1;2005;33;25;3427
1;2005;34;10;1943
1;2005;34;25;3344
1;2005;35;10;2036
1;2005;35;25;3283
1;2005;36;10;2051
1;2005;36;25;3358
1;2005;37;10;2109
1;2005;37;25;3461
1;2005;38;10;2163
1;2005;38;25;3607
1;2005;39;10;2233
1;2005;39;25;3716
1;2005;40;10;2274
1;2005;40;25;3748
1;2005;41;10;2266
1;2005;41;25;3697
1;2005;42;10;2227
1;2005;42;25;3567
1;2005;43;10;2179
1;2005;43;25;3389
1;2005;44;10;2160
1;2005;44;25;3311
1;2005;45;10;2030
1;2005;45;25;3273
1;2005;46;10;1945
1;2005;46;25;3207
1;2005;47;10;1954
1;2005;47;25;3107
1;2005;48;10;1884
1;2005;48;25;3008
1;2005;49;10;1782
1;2005;49;25;2938
1;2005;50;10;1717
1;2005;50;25;2805
1;2005;51;10;1668
1;2005;51;25;2686
1;2005;52;10;1631
1;2005;52;25;2625
1;2005;53;10;1616
1;2005;53;25;2538
1;2005;54;10;1623
1;2005;54;25;2543
1;2005;55;10;1574
1;2005;55;25;2582
1;2005;56;10;1568
1;2005;56;25;2613
1;2005;57;10;1570
1;2005;57;25;2611
1;2005;58;10;1538
1;2005;58;25;2607
1;2005;59;10;1499
1;2005;59;25;2597
1;2005;60;10;1420
1;2005;60;25;2522
1;2005;61;10;1356
1;2005;61;25;2425
1;2005;62;10;1327
1;2005;62;25;2286
1;2005;63;10;1232
1;2005;63;25;2099
1;2005;64;10;1072
1;2005;64;25;1930
1;2005;65;10;979
1;2005;65;25;1809
1;2005;66;10;945
1;2005;66;25;1710
1;2005;67;10;921
1;2005;67;25;1640
1;2005;68;10;882
1;2005;68;25;1603
1;2005;69;10;825
1;2005;69;25;1591
1;2005;70;10;772
1;2005;70;25;1496
1;2005;71;10;774
1;2005;71;25;1392
1;2005;72;10;743
1;2005;72;25;1360
1;2005;73;10;703
1;2005;73;25;1290
1;2005;74;10;661
1;2005;74;25;1218
1;2005;75;10;604
1;2005;75;25;1167
1;2005;76;10;565
1;2005;76;25;1110
1;2005;77;10;540
1;2005;77;25;1015
1;2005;78;10;526
1;2005;78;25;907
1;2005;79;10;495
1;2005;79;25;870
1;2005;80;10;453
1;2005;80;25;812
1;2005;81;10;408
1;2005;81;25;750
1;2005;82;10;369
1;2005;82;25;679
1;2005;83;10;340
1;2005;83;25;612
1;2005;84;10;293
1;2005;84;25;559
1;2005;85;10;236
1;2005;85;25;439
1;2005;86;10;185
1;2005;86;25;325
1;2005;87;10;153
1;2005;87;25;281
