sex;year;age;cant;pop
1;1980;0;10;1172
1;1980;0;25;1723
1;1980;1;10;1162
1;1980;1;25;1714
1;1980;2;10;1136
1;1980;2;25;1716
1;1980;3;10;1152
1;1980;3;25;1736
1;1980;4;10;1185
1;1980;4;25;1736
1;1980;5;10;1220
1;1980;5;25;1719
1;1980;6;10;1308
1;1980;6;25;1861
1;1980;7;10;1378
1;1980;7;25;2029
1;1980;8;10;1421
1;1980;8;25;2097
1;1980;9;10;1470
1;1980;9;25;2134
1;1980;10;10;1525
1;1980;10;25;2119
1;1980;11;10;1574
1;1980;11;25;2111
1;1980;12;10;1563
1;1980;12;25;2176
1;1980;13;10;1589
1;1980;13;25;2255
1;1980;14;10;1639
1;1980;14;25;2350
1;1980;15;10;1735
1;1980;15;25;2467
1;1980;16;10;1802
1;1980;16;25;2501
1;1980;17;10;1756
1;1980;17;25;2492
1;1980;18;10;1658
1;1980;18;25;2436
1;1980;19;10;1624
1;1980;19;25;2367
1;1980;20;10;1609
1;1980;20;25;2369
1;1980;21;10;1525
1;1980;21;25;2451
1;1980;22;10;1526
1;1980;22;25;2474
1;1980;23;10;1585
1;1980;23;25;2424
1;1980;24;10;1519
1;1980;24;25;2435
1;1980;25;10;1452
1;1980;25;25;2430
1;1980;26;10;1365
1;1980;26;25;2391
1;1980;27;10;1367
1;1980;27;25;2361
1;1980;28;10;1404
1;1980;28;25;2333
1;1980;29;10;1441
1;1980;29;25;2394
1;1980;30;10;1492
1;1980;30;25;2554
1;1980;31;10;1479
1;1980;31;25;2685
1;1980;32;10;1517
1;1980;32;25;2788
1;1980;33;10;1545
1;1980;33;25;2962
1;1980;34;10;1522
1;1980;34;25;3068
1;1980;35;10;1518
1;1980;35;25;3135
1;1980;36;10;1460
1;1980;36;25;3126
1;1980;37;10;1439
1;1980;37;25;3117
1;1980;38;10;1399
1;1980;38;25;3095
1;1980;39;10;1312
1;1980;39;25;2889
1;1980;40;10;1180
1;1980;40;25;2757
1;1980;41;10;1084
1;1980;41;25;2740
1;1980;42;10;1094
1;1980;42;25;2699
1;1980;43;10;1105
1;1980;43;25;2672
1;1980;44;10;1075
1;1980;44;25;2657
1;1980;45;10;1036
1;1980;45;25;2641
1;1980;46;10;997
1;1980;46;25;2593
1;1980;47;10;1011
1;1980;47;25;2520
1;1980;48;10;995
1;1980;48;25;2495
1;1980;49;10;954
1;1980;49;25;2426
1;1980;50;10;965
1;1980;50;25;2361
1;1980;51;10;955
1;1980;51;25;2328
1;1980;52;10;914
1;1980;52;25;2243
1;1980;53;10;938
1;1980;53;25;2121
1;1980;54;10;964
1;1980;54;25;2037
1;1980;55;10;941
1;1980;55;25;1989
1;1980;56;10;946
1;1980;56;25;1889
1;1980;57;10;922
1;1980;57;25;1881
1;1980;58;10;917
1;1980;58;25;1872
1;1980;59;10;953
1;1980;59;25;1797
1;1980;60;10;907
1;1980;60;25;1755
1;1980;61;10;841
1;1980;61;25;1480
1;1980;62;10;810
1;1980;62;25;1192
1;1980;63;10;757
1;1980;63;25;1167
1;1980;64;10;735
1;1980;64;25;1168
1;1980;65;10;739
1;1980;65;25;1102
1;1980;66;10;738
1;1980;66;25;1126
1;1980;67;10;743
1;1980;67;25;1151
1;1980;68;10;765
1;1980;68;25;1120
1;1980;69;10;726
1;1980;69;25;1070
1;1980;70;10;651
1;1980;70;25;1034
1;1980;71;10;637
1;1980;71;25;1067
1;1980;72;10;641
1;1980;72;25;1043
1;1980;73;10;607
1;1980;73;25;948
1;1980;74;10;538
1;1980;74;25;895
1;1980;75;10;490
1;1980;75;25;854
1;1980;76;10;456
1;1980;76;25;789
1;1980;77;10;401
1;1980;77;25;698
1;1980;78;10;378
1;1980;78;25;608
1;1980;79;10;348
1;1980;79;25;543
1;1980;80;10;281
1;1980;80;25;523
1;1980;81;10;236
1;1980;81;25;452
1;1980;82;10;204
1;1980;82;25;354
1;1980;83;10;166
1;1980;83;25;310
1;1980;84;10;160
1;1980;84;25;284
1;1980;85;10;123
1;1980;85;25;234
1;1980;86;10;92
1;1980;86;25;189
1;1980;87;10;71
1;1980;87;25;149
1;1980;88;10;52
1;1980;88;25;136
1;1980;89;10;40
1;1980;89;25;111
1;1980;90;10;34
1;1980;90;25;79
1;1980;91;10;28
1;1980;91;25;51
1;1980;92;10;23
1;1980;92;25;40
1;1980;93;10;13
1;1980;93;25;27
1;1980;94;10;7
1;1980;94;25;18
1;1980;95;10;3
1;1980;95;25;16
1;1980;96;10;2
1;1980;96;25;7
1;1980;97;10;1
1;1980;97;25;3
1;1980;98;10;1
1;1980;98;25;4
1;1980;99;10;2
1;1980;99;25;9
1;1980;999;10;92938
1;1980;999;25;165744
1;1981;0;10;1172
1;1981;0;25;1723
1;1981;1;10;1162
1;1981;1;25;1714
1;1981;2;10;1136
1;1981;2;25;1716
1;1981;3;10;1152
1;1981;3;25;1736
1;1981;4;10;1185
1;1981;4;25;1736
1;1981;5;10;1220
1;1981;5;25;1719
1;1981;6;10;1308
1;1981;6;25;1861
1;1981;7;10;1378
1;1981;7;25;2029
1;1981;8;10;1421
1;1981;8;25;2097
1;1981;9;10;1470
1;1981;9;25;2134
1;1981;10;10;1525
1;1981;10;25;2119
1;1981;11;10;1574
1;1981;11;25;2111
1;1981;12;10;1563
1;1981;12;25;2176
1;1981;13;10;1589
1;1981;13;25;2255
1;1981;14;10;1639
1;1981;14;25;2350
1;1981;15;10;1735
1;1981;15;25;2467
1;1981;16;10;1802
1;1981;16;25;2501
1;1981;17;10;1756
1;1981;17;25;2492
1;1981;18;10;1658
1;1981;18;25;2436
1;1981;19;10;1624
1;1981;19;25;2367
1;1981;20;10;1609
1;1981;20;25;2369
1;1981;21;10;1525
1;1981;21;25;2451
1;1981;22;10;1526
1;1981;22;25;2474
1;1981;23;10;1585
1;1981;23;25;2424
1;1981;24;10;1519
1;1981;24;25;2435
1;1981;25;10;1452
1;1981;25;25;2430
1;1981;26;10;1365
1;1981;26;25;2391
1;1981;27;10;1367
1;1981;27;25;2361
1;1981;28;10;1404
1;1981;28;25;2333
1;1981;29;10;1441
1;1981;29;25;2394
1;1981;30;10;1492
1;1981;30;25;2554
1;1981;31;10;1479
1;1981;31;25;2685
1;1981;32;10;1517
1;1981;32;25;2788
1;1981;33;10;1545
1;1981;33;25;2962
1;1981;34;10;1522
1;1981;34;25;3068
1;1981;35;10;1518
1;1981;35;25;3135
1;1981;36;10;1460
1;1981;36;25;3126
1;1981;37;10;1439
1;1981;37;25;3117
1;1981;38;10;1399
1;1981;38;25;3095
1;1981;39;10;1312
1;1981;39;25;2889
1;1981;40;10;1180
1;1981;40;25;2757
1;1981;41;10;1084
1;1981;41;25;2740
1;1981;42;10;1094
1;1981;42;25;2699
1;1981;43;10;1105
1;1981;43;25;2672
1;1981;44;10;1075
1;1981;44;25;2657
1;1981;45;10;1036
1;1981;45;25;2641
1;1981;46;10;997
1;1981;46;25;2593
1;1981;47;10;1011
1;1981;47;25;2520
1;1981;48;10;995
1;1981;48;25;2495
1;1981;49;10;954
1;1981;49;25;2426
1;1981;50;10;965
1;1981;50;25;2361
1;1981;51;10;955
1;1981;51;25;2328
1;1981;52;10;914
1;1981;52;25;2243
1;1981;53;10;938
1;1981;53;25;2121
1;1981;54;10;964
1;1981;54;25;2037
1;1981;55;10;941
1;1981;55;25;1989
1;1981;56;10;946
1;1981;56;25;1889
1;1981;57;10;922
1;1981;57;25;1881
1;1981;58;10;917
1;1981;58;25;1872
1;1981;59;10;953
1;1981;59;25;1797
1;1981;60;10;907
1;1981;60;25;1755
1;1981;61;10;841
1;1981;61;25;1480
1;1981;62;10;810
1;1981;62;25;1192
1;1981;63;10;757
1;1981;63;25;1167
1;1981;64;10;735
1;1981;64;25;1168
1;1981;65;10;739
1;1981;65;25;1102
1;1981;66;10;738
1;1981;66;25;1126
1;1981;67;10;743
1;1981;67;25;1151
1;1981;68;10;765
1;1981;68;25;1120
1;1981;69;10;726
1;1981;69;25;1070
1;1981;70;10;651
1;1981;70;25;1034
1;1981;71;10;637
1;1981;71;25;1067
1;1981;72;10;641
1;1981;72;25;1043
1;1981;73;10;607
1;1981;73;25;948
1;1981;74;10;538
1;1981;74;25;895
1;1981;75;10;490
1;1981;75;25;854
1;1981;76;10;456
1;1981;76;25;789
1;1981;77;10;401
1;1981;77;25;698
1;1981;78;10;378
1;1981;78;25;608
1;1981;79;10;348
1;1981;79;25;543
1;1981;80;10;281
1;1981;80;25;523
1;1981;81;10;236
1;1981;81;25;452
1;1981;82;10;204
1;1981;82;25;354
1;1981;83;10;166
1;1981;83;25;310
1;1981;84;10;160
1;1981;84;25;284
1;1981;85;10;123
1;1981;85;25;234
1;1981;86;10;92
1;1981;86;25;189
1;1981;87;10;71
1;1981;87;25;149
1;1981;88;10;52
1;1981;88;25;136
1;1981;89;10;40
1;1981;89;25;111
1;1981;90;10;34
1;1981;90;25;79
1;1981;91;10;28
1;1981;91;25;51
1;1981;92;10;23
1;1981;92;25;40
1;1981;93;10;13
1;1981;93;25;27
1;1981;94;10;7
1;1981;94;25;18
1;1981;95;10;3
1;1981;95;25;16
1;1981;96;10;2
1;1981;96;25;7
1;1981;97;10;1
1;1981;97;25;3
1;1981;98;10;1
1;1981;98;25;4
1;1981;99;10;2
1;1981;99;25;9
1;1981;999;10;92938
1;1981;999;25;165744
1;1982;0;10;1146
1;1982;0;25;1683
1;1982;1;10;1176
1;1982;1;25;1712
1;1982;2;10;1170
1;1982;2;25;1728
1;1982;3;10;1151
1;1982;3;25;1726
1;1982;4;10;1163
1;1982;4;25;1768
1;1982;5;10;1206
1;1982;5;25;1788
1;1982;6;10;1235
1;1982;6;25;1738
1;1982;7;10;1313
1;1982;7;25;1880
1;1982;8;10;1382
1;1982;8;25;2044
1;1982;9;10;1429
1;1982;9;25;2111
1;1982;10;10;1479
1;1982;10;25;2145
1;1982;11;10;1536
1;1982;11;25;2154
1;1982;12;10;1586
1;1982;12;25;2130
1;1982;13;10;1580
1;1982;13;25;2205
1;1982;14;10;1597
1;1982;14;25;2305
1;1982;15;10;1658
1;1982;15;25;2397
1;1982;16;10;1747
1;1982;16;25;2518
1;1982;17;10;1815
1;1982;17;25;2556
1;1982;18;10;1766
1;1982;18;25;2569
1;1982;19;10;1673
1;1982;19;25;2510
1;1982;20;10;1641
1;1982;20;25;2442
1;1982;21;10;1605
1;1982;21;25;2451
1;1982;22;10;1510
1;1982;22;25;2538
1;1982;23;10;1517
1;1982;23;25;2512
1;1982;24;10;1572
1;1982;24;25;2480
1;1982;25;10;1516
1;1982;25;25;2497
1;1982;26;10;1444
1;1982;26;25;2499
1;1982;27;10;1377
1;1982;27;25;2474
1;1982;28;10;1365
1;1982;28;25;2403
1;1982;29;10;1412
1;1982;29;25;2418
1;1982;30;10;1453
1;1982;30;25;2470
1;1982;31;10;1492
1;1982;31;25;2621
1;1982;32;10;1493
1;1982;32;25;2703
1;1982;33;10;1529
1;1982;33;25;2836
1;1982;34;10;1557
1;1982;34;25;2989
1;1982;35;10;1536
1;1982;35;25;3077
1;1982;36;10;1513
1;1982;36;25;3146
1;1982;37;10;1471
1;1982;37;25;3125
1;1982;38;10;1444
1;1982;38;25;3133
1;1982;39;10;1405
1;1982;39;25;3103
1;1982;40;10;1318
1;1982;40;25;2883
1;1982;41;10;1179
1;1982;41;25;2743
1;1982;42;10;1082
1;1982;42;25;2742
1;1982;43;10;1101
1;1982;43;25;2705
1;1982;44;10;1101
1;1982;44;25;2665
1;1982;45;10;1072
1;1982;45;25;2645
1;1982;46;10;1041
1;1982;46;25;2633
1;1982;47;10;996
1;1982;47;25;2575
1;1982;48;10;1015
1;1982;48;25;2518
1;1982;49;10;991
1;1982;49;25;2484
1;1982;50;10;951
1;1982;50;25;2417
1;1982;51;10;965
1;1982;51;25;2336
1;1982;52;10;952
1;1982;52;25;2314
1;1982;53;10;908
1;1982;53;25;2225
1;1982;54;10;932
1;1982;54;25;2094
1;1982;55;10;959
1;1982;55;25;2004
1;1982;56;10;929
1;1982;56;25;1961
1;1982;57;10;934
1;1982;57;25;1865
1;1982;58;10;911
1;1982;58;25;1847
1;1982;59;10;913
1;1982;59;25;1839
1;1982;60;10;943
1;1982;60;25;1781
1;1982;61;10;901
1;1982;61;25;1712
1;1982;62;10;835
1;1982;62;25;1437
1;1982;63;10;799
1;1982;63;25;1168
1;1982;64;10;744
1;1982;64;25;1133
1;1982;65;10;721
1;1982;65;25;1129
1;1982;66;10;723
1;1982;66;25;1059
1;1982;67;10;725
1;1982;67;25;1089
1;1982;68;10;727
1;1982;68;25;1115
1;1982;69;10;742
1;1982;69;25;1088
1;1982;70;10;706
1;1982;70;25;1026
1;1982;71;10;618
1;1982;71;25;999
1;1982;72;10;614
1;1982;72;25;1016
1;1982;73;10;607
1;1982;73;25;990
1;1982;74;10;581
1;1982;74;25;907
1;1982;75;10;516
1;1982;75;25;839
1;1982;76;10;468
1;1982;76;25;797
1;1982;77;10;426
1;1982;77;25;743
1;1982;78;10;377
1;1982;78;25;653
1;1982;79;10;346
1;1982;79;25;557
1;1982;80;10;318
1;1982;80;25;499
1;1982;81;10;245
1;1982;81;25;478
1;1982;82;10;213
1;1982;82;25;401
1;1982;83;10;181
1;1982;83;25;316
1;1982;84;10;143
1;1982;84;25;267
1;1982;85;10;139
1;1982;85;25;238
1;1982;86;10;105
1;1982;86;25;197
1;1982;87;10;76
1;1982;87;25;157
1;1982;88;10;58
1;1982;88;25;118
1;1982;89;10;39
1;1982;89;25;111
1;1982;90;10;33
1;1982;90;25;93
1;1982;91;10;23
1;1982;91;25;63
1;1982;92;10;21
1;1982;92;25;42
1;1982;93;10;15
1;1982;93;25;28
1;1982;94;10;8
1;1982;94;25;19
1;1982;95;10;6
1;1982;95;25;15
1;1982;96;10;2
1;1982;96;25;11
1;1982;97;10;0
1;1982;97;25;3
1;1982;98;10;0
1;1982;98;25;2
1;1982;99;10;0
1;1982;99;25;7
1;1982;999;10;93654
1;1982;999;25;167382
1;1983;0;10;1139
1;1983;0;25;1704
1;1983;1;10;1158
1;1983;1;25;1702
1;1983;2;10;1183
1;1983;2;25;1714
1;1983;3;10;1183
1;1983;3;25;1748
1;1983;4;10;1165
1;1983;4;25;1766
1;1983;5;10;1186
1;1983;5;25;1813
1;1983;6;10;1224
1;1983;6;25;1806
1;1983;7;10;1243
1;1983;7;25;1769
1;1983;8;10;1324
1;1983;8;25;1898
1;1983;9;10;1390
1;1983;9;25;2057
1;1983;10;10;1440
1;1983;10;25;2121
1;1983;11;10;1486
1;1983;11;25;2177
1;1983;12;10;1546
1;1983;12;25;2181
1;1983;13;10;1597
1;1983;13;25;2157
1;1983;14;10;1587
1;1983;14;25;2223
1;1983;15;10;1611
1;1983;15;25;2324
1;1983;16;10;1669
1;1983;16;25;2432
1;1983;17;10;1753
1;1983;17;25;2562
1;1983;18;10;1822
1;1983;18;25;2606
1;1983;19;10;1772
1;1983;19;25;2603
1;1983;20;10;1686
1;1983;20;25;2526
1;1983;21;10;1626
1;1983;21;25;2492
1;1983;22;10;1585
1;1983;22;25;2524
1;1983;23;10;1512
1;1983;23;25;2571
1;1983;24;10;1503
1;1983;24;25;2596
1;1983;25;10;1547
1;1983;25;25;2541
1;1983;26;10;1508
1;1983;26;25;2575
1;1983;27;10;1448
1;1983;27;25;2589
1;1983;28;10;1389
1;1983;28;25;2530
1;1983;29;10;1379
1;1983;29;25;2505
1;1983;30;10;1417
1;1983;30;25;2498
1;1983;31;10;1454
1;1983;31;25;2559
1;1983;32;10;1506
1;1983;32;25;2660
1;1983;33;10;1503
1;1983;33;25;2780
1;1983;34;10;1539
1;1983;34;25;2894
1;1983;35;10;1570
1;1983;35;25;3005
1;1983;36;10;1537
1;1983;36;25;3083
1;1983;37;10;1524
1;1983;37;25;3166
1;1983;38;10;1482
1;1983;38;25;3160
1;1983;39;10;1452
1;1983;39;25;3134
1;1983;40;10;1412
1;1983;40;25;3093
1;1983;41;10;1317
1;1983;41;25;2887
1;1983;42;10;1175
1;1983;42;25;2754
1;1983;43;10;1091
1;1983;43;25;2752
1;1983;44;10;1102
1;1983;44;25;2697
1;1983;45;10;1092
1;1983;45;25;2634
1;1983;46;10;1075
1;1983;46;25;2627
1;1983;47;10;1040
1;1983;47;25;2604
1;1983;48;10;996
1;1983;48;25;2561
1;1983;49;10;1005
1;1983;49;25;2504
1;1983;50;10;987
1;1983;50;25;2491
1;1983;51;10;952
1;1983;51;25;2396
1;1983;52;10;961
1;1983;52;25;2307
1;1983;53;10;944
1;1983;53;25;2282
1;1983;54;10;906
1;1983;54;25;2187
1;1983;55;10;925
1;1983;55;25;2063
1;1983;56;10;943
1;1983;56;25;1974
1;1983;57;10;921
1;1983;57;25;1932
1;1983;58;10;925
1;1983;58;25;1823
1;1983;59;10;905
1;1983;59;25;1810
1;1983;60;10;897
1;1983;60;25;1788
1;1983;61;10;938
1;1983;61;25;1706
1;1983;62;10;891
1;1983;62;25;1630
1;1983;63;10;823
1;1983;63;25;1390
1;1983;64;10;785
1;1983;64;25;1133
1;1983;65;10;732
1;1983;65;25;1086
1;1983;66;10;709
1;1983;66;25;1080
1;1983;67;10;709
1;1983;67;25;1025
1;1983;68;10;703
1;1983;68;25;1052
1;1983;69;10;707
1;1983;69;25;1075
1;1983;70;10;717
1;1983;70;25;1045
1;1983;71;10;673
1;1983;71;25;993
1;1983;72;10;590
1;1983;72;25;956
1;1983;73;10;585
1;1983;73;25;958
1;1983;74;10;577
1;1983;74;25;942
1;1983;75;10;556
1;1983;75;25;851
1;1983;76;10;486
1;1983;76;25;782
1;1983;77;10;446
1;1983;77;25;748
1;1983;78;10;402
1;1983;78;25;691
1;1983;79;10;344
1;1983;79;25;605
1;1983;80;10;318
1;1983;80;25;513
1;1983;81;10;284
1;1983;81;25;460
1;1983;82;10;216
1;1983;82;25;422
1;1983;83;10;192
1;1983;83;25;360
1;1983;84;10;153
1;1983;84;25;272
1;1983;85;10;127
1;1983;85;25;230
1;1983;86;10;114
1;1983;86;25;193
1;1983;87;10;82
1;1983;87;25;168
1;1983;88;10;64
1;1983;88;25;124
1;1983;89;10;45
1;1983;89;25;96
1;1983;90;10;32
1;1983;90;25;91
1;1983;91;10;23
1;1983;91;25;73
1;1983;92;10;16
1;1983;92;25;50
1;1983;93;10;15
1;1983;93;25;32
1;1983;94;10;11
1;1983;94;25;22
1;1983;95;10;7
1;1983;95;25;13
1;1983;96;10;4
1;1983;96;25;8
1;1983;97;10;1
1;1983;97;25;8
1;1983;98;10;0
1;1983;98;25;1
1;1983;99;10;0
1;1983;99;25;3
1;1983;999;10;94293
1;1983;999;25;168804
1;1984;0;10;1174
1;1984;0;25;1771
1;1984;1;10;1157
1;1984;1;25;1712
1;1984;2;10;1172
1;1984;2;25;1685
1;1984;3;10;1194
1;1984;3;25;1729
1;1984;4;10;1201
1;1984;4;25;1776
1;1984;5;10;1187
1;1984;5;25;1801
1;1984;6;10;1192
1;1984;6;25;1825
1;1984;7;10;1234
1;1984;7;25;1840
1;1984;8;10;1252
1;1984;8;25;1795
1;1984;9;10;1332
1;1984;9;25;1919
1;1984;10;10;1400
1;1984;10;25;2076
1;1984;11;10;1446
1;1984;11;25;2158
1;1984;12;10;1497
1;1984;12;25;2223
1;1984;13;10;1559
1;1984;13;25;2212
1;1984;14;10;1610
1;1984;14;25;2171
1;1984;15;10;1598
1;1984;15;25;2237
1;1984;16;10;1619
1;1984;16;25;2372
1;1984;17;10;1669
1;1984;17;25;2481
1;1984;18;10;1758
1;1984;18;25;2610
1;1984;19;10;1832
1;1984;19;25;2641
1;1984;20;10;1779
1;1984;20;25;2614
1;1984;21;10;1675
1;1984;21;25;2571
1;1984;22;10;1615
1;1984;22;25;2548
1;1984;23;10;1590
1;1984;23;25;2572
1;1984;24;10;1493
1;1984;24;25;2655
1;1984;25;10;1484
1;1984;25;25;2646
1;1984;26;10;1532
1;1984;26;25;2643
1;1984;27;10;1506
1;1984;27;25;2659
1;1984;28;10;1458
1;1984;28;25;2661
1;1984;29;10;1411
1;1984;29;25;2624
1;1984;30;10;1382
1;1984;30;25;2587
1;1984;31;10;1423
1;1984;31;25;2568
1;1984;32;10;1467
1;1984;32;25;2622
1;1984;33;10;1518
1;1984;33;25;2744
1;1984;34;10;1511
1;1984;34;25;2841
1;1984;35;10;1554
1;1984;35;25;2901
1;1984;36;10;1579
1;1984;36;25;3023
1;1984;37;10;1542
1;1984;37;25;3121
1;1984;38;10;1530
1;1984;38;25;3196
1;1984;39;10;1493
1;1984;39;25;3151
1;1984;40;10;1461
1;1984;40;25;3145
1;1984;41;10;1415
1;1984;41;25;3091
1;1984;42;10;1318
1;1984;42;25;2895
1;1984;43;10;1184
1;1984;43;25;2750
1;1984;44;10;1096
1;1984;44;25;2713
1;1984;45;10;1096
1;1984;45;25;2665
1;1984;46;10;1091
1;1984;46;25;2607
1;1984;47;10;1074
1;1984;47;25;2591
1;1984;48;10;1033
1;1984;48;25;2582
1;1984;49;10;986
1;1984;49;25;2551
1;1984;50;10;1002
1;1984;50;25;2502
1;1984;51;10;984
1;1984;51;25;2476
1;1984;52;10;946
1;1984;52;25;2354
1;1984;53;10;950
1;1984;53;25;2268
1;1984;54;10;939
1;1984;54;25;2244
1;1984;55;10;892
1;1984;55;25;2168
1;1984;56;10;914
1;1984;56;25;2034
1;1984;57;10;935
1;1984;57;25;1928
1;1984;58;10;910
1;1984;58;25;1890
1;1984;59;10;916
1;1984;59;25;1784
1;1984;60;10;886
1;1984;60;25;1739
1;1984;61;10;888
1;1984;61;25;1698
1;1984;62;10;924
1;1984;62;25;1634
1;1984;63;10;885
1;1984;63;25;1572
1;1984;64;10;810
1;1984;64;25;1345
1;1984;65;10;773
1;1984;65;25;1079
1;1984;66;10;714
1;1984;66;25;1040
1;1984;67;10;690
1;1984;67;25;1038
1;1984;68;10;687
1;1984;68;25;989
1;1984;69;10;687
1;1984;69;25;1009
1;1984;70;10;678
1;1984;70;25;1044
1;1984;71;10;694
1;1984;71;25;1009
1;1984;72;10;641
1;1984;72;25;948
1;1984;73;10;566
1;1984;73;25;904
1;1984;74;10;555
1;1984;74;25;907
1;1984;75;10;555
1;1984;75;25;880
1;1984;76;10;519
1;1984;76;25;792
1;1984;77;10;449
1;1984;77;25;735
1;1984;78;10;417
1;1984;78;25;703
1;1984;79;10;370
1;1984;79;25;637
1;1984;80;10;319
1;1984;80;25;555
1;1984;81;10;288
1;1984;81;25;469
1;1984;82;10;246
1;1984;82;25;406
1;1984;83;10;193
1;1984;83;25;382
1;1984;84;10;165
1;1984;84;25;317
1;1984;85;10;135
1;1984;85;25;234
1;1984;86;10;105
1;1984;86;25;192
1;1984;87;10;90
1;1984;87;25;164
1;1984;88;10;68
1;1984;88;25;140
1;1984;89;10;51
1;1984;89;25;102
1;1984;90;10;33
1;1984;90;25;77
1;1984;91;10;23
1;1984;91;25;70
1;1984;92;10;16
1;1984;92;25;59
1;1984;93;10;13
1;1984;93;25;42
1;1984;94;10;10
1;1984;94;25;23
1;1984;95;10;9
1;1984;95;25;14
1;1984;96;10;6
1;1984;96;25;7
1;1984;97;10;5
1;1984;97;25;5
1;1984;98;10;1
1;1984;98;25;5
1;1984;99;10;0
1;1984;99;25;2
1;1984;999;10;94931
1;1984;999;25;170186
1;1985;0;10;1223
1;1985;0;25;1790
1;1985;1;10;1188
1;1985;1;25;1771
1;1985;2;10;1177
1;1985;2;25;1685
1;1985;3;10;1189
1;1985;3;25;1698
1;1985;4;10;1212
1;1985;4;25;1754
1;1985;5;10;1221
1;1985;5;25;1814
1;1985;6;10;1192
1;1985;6;25;1825
1;1985;7;10;1207
1;1985;7;25;1867
1;1985;8;10;1247
1;1985;8;25;1855
1;1985;9;10;1261
1;1985;9;25;1818
1;1985;10;10;1339
1;1985;10;25;1947
1;1985;11;10;1409
1;1985;11;25;2109
1;1985;12;10;1460
1;1985;12;25;2201
1;1985;13;10;1507
1;1985;13;25;2253
1;1985;14;10;1580
1;1985;14;25;2234
1;1985;15;10;1631
1;1985;15;25;2208
1;1985;16;10;1610
1;1985;16;25;2291
1;1985;17;10;1622
1;1985;17;25;2401
1;1985;18;10;1679
1;1985;18;25;2531
1;1985;19;10;1780
1;1985;19;25;2627
1;1985;20;10;1851
1;1985;20;25;2647
1;1985;21;10;1773
1;1985;21;25;2632
1;1985;22;10;1676
1;1985;22;25;2616
1;1985;23;10;1615
1;1985;23;25;2603
1;1985;24;10;1579
1;1985;24;25;2647
1;1985;25;10;1485
1;1985;25;25;2703
1;1985;26;10;1475
1;1985;26;25;2751
1;1985;27;10;1539
1;1985;27;25;2744
1;1985;28;10;1516
1;1985;28;25;2753
1;1985;29;10;1480
1;1985;29;25;2739
1;1985;30;10;1420
1;1985;30;25;2723
1;1985;31;10;1403
1;1985;31;25;2643
1;1985;32;10;1436
1;1985;32;25;2649
1;1985;33;10;1486
1;1985;33;25;2692
1;1985;34;10;1526
1;1985;34;25;2785
1;1985;35;10;1522
1;1985;35;25;2846
1;1985;36;10;1563
1;1985;36;25;2929
1;1985;37;10;1582
1;1985;37;25;3057
1;1985;38;10;1543
1;1985;38;25;3129
1;1985;39;10;1540
1;1985;39;25;3189
1;1985;40;10;1502
1;1985;40;25;3176
1;1985;41;10;1467
1;1985;41;25;3143
1;1985;42;10;1415
1;1985;42;25;3108
1;1985;43;10;1325
1;1985;43;25;2865
1;1985;44;10;1184
1;1985;44;25;2706
1;1985;45;10;1097
1;1985;45;25;2708
1;1985;46;10;1093
1;1985;46;25;2631
1;1985;47;10;1087
1;1985;47;25;2575
1;1985;48;10;1069
1;1985;48;25;2571
1;1985;49;10;1027
1;1985;49;25;2588
1;1985;50;10;988
1;1985;50;25;2536
1;1985;51;10;996
1;1985;51;25;2471
1;1985;52;10;978
1;1985;52;25;2437
1;1985;53;10;941
1;1985;53;25;2322
1;1985;54;10;945
1;1985;54;25;2235
1;1985;55;10;927
1;1985;55;25;2221
1;1985;56;10;882
1;1985;56;25;2131
1;1985;57;10;903
1;1985;57;25;1978
1;1985;58;10;923
1;1985;58;25;1890
1;1985;59;10;903
1;1985;59;25;1842
1;1985;60;10;904
1;1985;60;25;1726
1;1985;61;10;873
1;1985;61;25;1666
1;1985;62;10;877
1;1985;62;25;1646
1;1985;63;10;911
1;1985;63;25;1588
1;1985;64;10;872
1;1985;64;25;1523
1;1985;65;10;795
1;1985;65;25;1289
1;1985;66;10;753
1;1985;66;25;1033
1;1985;67;10;698
1;1985;67;25;1002
1;1985;68;10;675
1;1985;68;25;1007
1;1985;69;10;665
1;1985;69;25;951
1;1985;70;10;660
1;1985;70;25;974
1;1985;71;10;665
1;1985;71;25;1008
1;1985;72;10;667
1;1985;72;25;966
1;1985;73;10;613
1;1985;73;25;903
1;1985;74;10;541
1;1985;74;25;855
1;1985;75;10;526
1;1985;75;25;849
1;1985;76;10;519
1;1985;76;25;819
1;1985;77;10;478
1;1985;77;25;753
1;1985;78;10;424
1;1985;78;25;688
1;1985;79;10;384
1;1985;79;25;642
1;1985;80;10;341
1;1985;80;25;585
1;1985;81;10;290
1;1985;81;25;499
1;1985;82;10;260
1;1985;82;25;422
1;1985;83;10;221
1;1985;83;25;372
1;1985;84;10;166
1;1985;84;25;337
1;1985;85;10;142
1;1985;85;25;272
1;1985;86;10;110
1;1985;86;25;203
1;1985;87;10;82
1;1985;87;25;168
1;1985;88;10;70
1;1985;88;25;140
1;1985;89;10;53
1;1985;89;25;113
1;1985;90;10;37
1;1985;90;25;83
1;1985;91;10;27
1;1985;91;25;58
1;1985;92;10;19
1;1985;92;25;55
1;1985;93;10;14
1;1985;93;25;46
1;1985;94;10;9
1;1985;94;25;26
1;1985;95;10;9
1;1985;95;25;19
1;1985;96;10;4
1;1985;96;25;11
1;1985;97;10;5
