gender,period,cat_age_map,gnr,nbcas,geo_unit_name,pop
1,1989,0-19,6637,0,Russin,136
2,1989,65+,6610,4,Céligny,136
2,1995,65+,6610,3,Céligny,136
2,1998,65+,6604,3,Avusy,136
2,1995,65+,6615,2,Collex-Bossy,138
1,2007,65+,6610,4,Céligny,139
1,2016,65+,6637,8,Russin,139
2,1992,65+,6606,2,Bellevue,140
2,2019,0-19,6637,0,Russin,140
2,1998,65+,6610,1,Céligny,141
1,1998,65+,6609,2,Cartigny,142
1,1995,0-19,6637,0,Russin,143
1,2001,65+,6625,6,Hermance,143
2,2001,65+,6610,4,Céligny,143
1,2019,0-19,6637,0,Russin,146
2,2016,0-19,6637,0,Russin,146
1,1992,65+,6615,2,Collex-Bossy,147
1,1998,65+,6625,4,Hermance,147
1,2007,65+,6635,5,Presinge,147
2,2004,65+,6610,0,Céligny,147
1,2004,65+,6625,4,Hermance,148
2,2019,65+,6624,3,Gy,148
2,1995,65+,6639,2,Soral,149
1,1995,65+,6626,5,Jussy,150
1,1998,65+,6603,4,Avully,150
2,2007,65+,6601,0,Aire-la-Ville,150
2,2007,65+,6627,0,Laconnex,150
1,2004,0-19,6637,0,Russin,151
1,1992,65+,6626,6,Jussy,152
1,1995,65+,6615,4,Collex-Bossy,152
1,2010,65+,6610,4,Céligny,152
2,1989,65+,6609,1,Cartigny,152
1,1992,0-19,6635,0,Presinge,153
1,2010,65+,6601,1,Aire-la-Ville,153
1,2016,0-19,6637,0,Russin,154
2,2004,0-19,6637,0,Russin,154
1,1989,65+,6606,3,Bellevue,155
1,2007,0-19,6637,0,Russin,155
2,2007,0-19,6637,0,Russin,155
2,1998,65+,6615,4,Collex-Bossy,156
1,2001,65+,6609,4,Cartigny,157
1,1989,65+,6636,3,Puplinge,159
1,1992,65+,6636,9,Puplinge,159
1,2004,65+,6609,7,Cartigny,160
2,1992,65+,6609,2,Cartigny,160
2,1995,65+,6606,2,Bellevue,160
2,2001,65+,6604,2,Avusy,160
2,2013,0-19,6637,0,Russin,160
1,1998,65+,6615,5,Collex-Bossy,161
1,2001,65+,6603,4,Avully,161
2,1992,65+,6603,4,Avully,162
1,2019,0-19,6624,0,Gy,163
1,2007,65+,6625,4,Hermance,164
2,1995,65+,6603,1,Avully,164
